state,district,enrolment_bin,risk_pathway,lifecycle_typology,demo_deviation,lifecycle_gap_score,total_update_ratio
Madhya Pradesh,Gwalior,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4441449038123908,0,14.294243070362471
Madhya Pradesh,Harda,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6212706937134961,0,60.365781710914455
Madhya Pradesh,Harda *,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4262504563709383,0,50.36868686868687
Madhya Pradesh,Hoshangabad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.1828855344383966,0,41.71739130434783
Madhya Pradesh,Indore,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1402697385422569,0,29.04498512165237
Madhya Pradesh,Jabalpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.424037961404343,0,46.38823805060918
Madhya Pradesh,Jhabua,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2903915836069738,0,12.777268220128905
Madhya Pradesh,Katni,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8088559384447281,0,27.29186712485681
Madhya Pradesh,Khandwa,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3034728665340231,0,27.384249242752052
Madhya Pradesh,Khargone,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2641248310918169,0,18.72916001277547
Madhya Pradesh,Maihar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4428009065966836,0,33.79207920792079
Madhya Pradesh,Mandla,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.894553257471536,0,78.35725429017161
Madhya Pradesh,Mandsaur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2704366364202493,0,42.53065465881538
Madhya Pradesh,Mauganj,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",1.1802409638554214,1,24.664
Madhya Pradesh,Morena,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.528515417392506,0,14.895588941483158
Madhya Pradesh,Narmadapuram,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9181726907630522,0,40.3625
Madhya Pradesh,Narsimhapur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3431687916715404,0,25.49271844660194
Madhya Pradesh,Narsinghpur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4917430507123642,0,35.10912698412698
Madhya Pradesh,Neemuch,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7665775661976536,0,40.09371781668383
Madhya Pradesh,Niwari,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.590081255253572,0,74.06976744186046
Madhya Pradesh,Pandhurna,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1355421686746987,0,31.4
Madhya Pradesh,Panna,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.749211897744515,0,32.012408956029134
Madhya Pradesh,Raisen,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0052812497493524,0,48.831712789827975
Madhya Pradesh,Rajgarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7430149472592433,0,81.05357142857143
Madhya Pradesh,Ratlam,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.1341374677178813,0,65.72817679558011
Madhya Pradesh,Rewa,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4320242015416131,0,65.8655737704918
Madhya Pradesh,Sagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0188013614898686,0,40.96632169794773
Madhya Pradesh,Satna,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1336208638285592,0,41.65110663983904
Madhya Pradesh,Sehore,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6182402775998525,0,41.7580204778157
Madhya Pradesh,Seoni,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6212549189423988,0,69.31149245969839
Madhya Pradesh,Shahdol,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4853681970102397,0,82.44436952124073
Madhya Pradesh,Sheopur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6310761649548897,0,19.004038004750598
Madhya Pradesh,Shivpuri,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7001262150323616,0,32.03436537526341
Madhya Pradesh,Sidhi,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0567656109598895,0,76.78139779295849
Madhya Pradesh,Singrauli,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1458081681069028,0,73.01703033528473
Madhya Pradesh,Tikamgarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.830713896642449,0,78.51979121357112
Madhya Pradesh,Ujjain,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9700397062973866,0,34.8083984375
Madhya Pradesh,Umaria,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7000541738048163,0,32.2202166064982
Madhya Pradesh,Vidisha,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5953955901561034,0,25.842489505384197
Madhya Pradesh,West Nimar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2171589584143023,0,35.96774193548387
Maharashtra,Ahmadnagar,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,3.008252875854253,0,110.40208333333334
Maharashtra,Ahmed Nagar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7360350492880612,0,66.43181818181819
Maharashtra,Akola,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.932895244573044,0,92.02570828961176
Maharashtra,Amravati,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6175443924297654,0,111.7273056057866
Maharashtra,Aurangabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8255616956353058,0,36.90544248799451
Maharashtra,Beed,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3580012751451982,0,46.58040201005025
Maharashtra,Bhandara,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.005588530540132,0,177.57274401473296
Maharashtra,Bid,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6547039220712636,0,61.069148936170215
Maharashtra,Buldana,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.9709061325688608,0,110.12218649517683
Maharashtra,Buldhana,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.450202561010629,0,62.1696813092162
Maharashtra,Chandrapur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6062099323412462,0,114.77298701298702
Maharashtra,Chatrapati Sambhaji Nagar,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,5.960792321829691,0,131.03389830508473
Maharashtra,Chhatrapati Sambhajinagar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7411731869563194,0,44.74903474903475
Maharashtra,Dharashiv,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.97641630351192,0,42.74468085106383
Maharashtra,Dhule,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.386562726888068,0,26.136505681818186
Maharashtra,Gadchiroli,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.9766723397402213,0,174.84246575342465
Maharashtra,Gondia,Low Enrolment,Capacity Pressure Zone,"Low enrolment, weak engagement",2.2234392113910184,1,72.27272727272727
Maharashtra,Gondiya,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.0309017924003765,0,119.1278801843318
Maharashtra,Gondiya *,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.3493975903614457,0,70.8
Maharashtra,Hingoli,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7118029381510055,0,23.21540292417545
Maharashtra,Jalgaon,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1306760221675105,0,64.26623690572119
Maharashtra,Jalna,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1296817364299283,0,99.74920466595972
Maharashtra,Kolhapur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5234220478093867,0,122.57581227436825
Maharashtra,Latur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.669808066688731,0,73.64864137745494
Maharashtra,Mumbai,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3267863969647773,0,80.07376523412444
Maharashtra,Mumbai City,Medium Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.4322203701917875,0,93.92245989304811
Maharashtra,Mumbai Suburban,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1025007435386944,0,24.95145813734713
Maharashtra,Mumbai( Sub Urban ),Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7426506024096384,0,31.648
Maharashtra,Nagpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.626656453647851,0,72.25586438005125
Maharashtra,Nanded,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6802450415776942,0,62.118873147695815
Maharashtra,Nandurbar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3771586991294113,0,30.66778410995642
Maharashtra,Nandurbar *,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.3313253012048192,1,21.97826086956522
Maharashtra,Nashik,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1367530979826206,0,54.12419170787371
Maharashtra,Osmanabad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.9936672057844904,0,120.08213820078228
Maharashtra,Palghar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3228732456120478,0,39.30879345603272
Maharashtra,Pune,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6905178566159649,0,52.92149172846549
Maharashtra,Raigad,Medium Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.7589598212373279,1,19.85847208619001
Maharashtra,Raigarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5502217261083917,0,111.68741058655222
Maharashtra,Raigarh(MH),Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",1.052782558806655,1,27.952380952380956
Maharashtra,Ratnagiri,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.814815392836714,0,169.47692307692307
Maharashtra,Sangli,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.903298488719672,0,50.93066142119498
Maharashtra,Satara,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.730320447068049,0,81.59934853420195
Maharashtra,Sindhudurg,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.004819277108433,0,120.84
Maharashtra,Solapur,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.30646739743225,0,77.58381159707105
Maharashtra,Thane,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0211529896863722,0,28.612279726940784
Maharashtra,Wardha,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5609242288593712,0,191.3268892794376
Maharashtra,Washim,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9627466608841404,0,93.68917937545388
Maharashtra,Washim *,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,3.399311531841652,0,111.57142857142856
Maharashtra,Yavatmal,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.567296044664763,0,99.93457400407095
Manipur,Chandel,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2393419833178867,0,46.20769230769231
Manipur,Churachandpur,High Enrolment,Stable / Monitor Zone,"High enrolment, weak engagement",0.3044590235890418,1,7.657655010285042
Manipur,Imphal East,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,4.462110738034103,0,196.5245901639344
Manipur,Jiribam,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4489537095751426,0,68.55263157894737
Manipur,Kakching,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.608768406961178,0,89.02777777777777
Manipur,Tamenglong,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1200703434857442,0,37.48136645962733
Manipur,Thoubal,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,5.325952458482579,0,203.31351351351356
Manipur,Ukhrul,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.0790689640281554,0,73.3225806451613
Meghalaya,East Garo Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0757027244789131,3,1.322934392134619
Meghalaya,East Jaintia Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0448237016535869,3,0.9438055977435452
Meghalaya,East Khasi Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0380835727331835,3,1.1365557210125972
Meghalaya,Eastern West Khasi Hills,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.1556876858081677,1,2.636363636363636
Meghalaya,Ri Bhoi,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0621658595914183,3,1.1095261721657157
Meghalaya,South Garo Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0751415852830228,3,1.162004984768762
Meghalaya,South West Garo Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.1037555681357304,3,2.020637056976222
Meghalaya,South West Khasi Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.1160745609459626,3,2.2680965147453085
Meghalaya,West Garo Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0620710342538403,3,2.868441828751884
Meghalaya,West Jaintia Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0510263485784928,3,1.0644190246839254
Meghalaya,West Khasi Hills,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.0503525694889491,3,0.9674731961750216
Mizoram,Aizawl,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6966950370288492,0,127.01529051987768
Mizoram,Champhai,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3171927122658213,0,23.98795180722892
Mizoram,Khawzawl,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.1606425702811244,3,2.7777777777777777
Mizoram,Kolasib,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.278028781793842,0,91.56944444444444
Mizoram,Lawngtlai,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.1528388985909368,0,13.499550763701707
Mizoram,Mamit,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.8804105310129406,0,415.14814814814815
Mizoram,Saiha,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.1788034490904795,2,15.78186274509804
Mizoram,Saitual,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",1.1295180722891565,2,35.75
Mizoram,Serchhip,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.477255962626014,0,187.4081632653061
Nagaland,Chumukedima,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.4842269842729697,3,12.51908396946565
Nagaland,Dimapur,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.1658115992313813,2,9.632940281475848
Nagaland,Kohima,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.0871638533528689,2,11.769707705934456
Nagaland,Longleng,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.0252943656776076,2,3.4303638644918446
Nagaland,Meluri,Low Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.3346720214190093,1,70.66666666666667
Nagaland,Mokokchung,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3257767913760304,0,26.94078947368421
Nagaland,Mon,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.094880863377681,2,9.101049868766404
Nagaland,Niuland,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7269076305220885,0,54.44444444444444
Nagaland,Noklak,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.0619955550356766,3,3.966019417475728
Nagaland,Peren,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.0438305119307589,3,3.761089494163424
Nagaland,Phek,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.0700403189051573,2,12.606382978723405
Nagaland,Shamator,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.1397255689424364,3,3.9166666666666665
Nagaland,Tseminyu,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.5060240963855421,2,38.8
Nagaland,Tuensang,Medium Enrolment,Early Risk Zone (Preventive),Mixed or transitional pattern,0.1169049516787884,2,8.742524916943522
Nagaland,Wokha,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.2498822104058693,1,20.63128491620112
Odisha,ANUGUL,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.048192771084337,0,136.0
Odisha,Angul,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8687106782395909,0,62.59225092250922
Odisha,Anugul,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5421686746987951,0,23.642857142857142
Odisha,Balangir,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7390174354886918,0,55.34742857142857
Odisha,Baleshwar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9973669512487032,0,69.01655629139073
Odisha,Baleswar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6987472398636672,0,50.78093023255814
Odisha,Bargarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5809795260070098,0,46.43500281373101
Odisha,Baudh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.35882661079099,0,61.53623188405797
Odisha,Bhadrak,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8651148094706926,0,64.10108073744438
Odisha,Cuttack,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9774042847746062,0,82.63816172193135
Odisha,Debagarh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.063526834611172,0,63.807272727272725
Odisha,Dhenkanal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.065043904029081,0,90.58034682080924
Odisha,Gajapati,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9060941556043632,0,76.09825870646766
Odisha,Ganjam,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.0932509323475936,0,81.38880187940485
Odisha,JAJPUR,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.809797829412186,0,53.05548705302096
Odisha,Jagatsinghapur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7793663445252565,0,65.54329608938548
Odisha,Jagatsinghpur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7950364331577807,0,62.50299401197605
Odisha,Jajapur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.007523142368347,0,78.03422982885085
Odisha,Jajpur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.9678714859437747,0,103.0
Odisha,Jharsuguda,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8106665793609216,0,84.07065217391305
Odisha,Kalahandi,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9191274917183268,0,63.55936207914944
Odisha,Kandhamal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9641996743197708,0,60.31147540983606
Odisha,Kendrapara,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0618305675593709,0,68.66640502354788
Odisha,Kendujhar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0161481064124045,0,64.88122605363985
Odisha,Khorda,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0311160595049134,0,81.5228013029316
Odisha,Khordha,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6033043063342478,0,40.55940594059406
Odisha,Koraput,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7928425073131053,0,65.73126463700234
Odisha,Malkangiri,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5031775918133338,0,37.23779193205945
Odisha,Mayurbhanj,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1942952266277869,0,53.34427244582044
Odisha,NUAPADA,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4852744310575635,0,15.833333333333334
Odisha,Nabarangapur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9874460119862074,0,42.49693752552062
Odisha,Nayagarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.94182845933813,0,78.36111111111111
Odisha,Nuapada,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6341574361021737,0,56.72315035799522
Odisha,Puri,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8831851015302968,0,69.42644320297951
Odisha,Rayagada,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0091911384189178,0,66.11456310679611
Odisha,Sambalpur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0761589005555292,0,67.22799097065463
Odisha,Sonapur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7344858905769582,0,49.03986710963455
Odisha,Subarnapur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.166523235800344,0,58.385714285714286
Odisha,Sundargarh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9745713623725673,0,73.78365384615384
Odisha,Sundergarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1416508181177207,0,79.61521418020679
Odisha,jajpur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5507745266781411,0,33.0
Orissa,Anugul,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.36144578313253,0,12.25
Orissa,Balangir,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8205492778567687,0,74.95652173913044
Orissa,Baleshwar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4090781731577472,0,27.05426356589147
Orissa,Bargarh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6289865343727852,0,32.0
Orissa,Bhadrak,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5226662043858888,0,40.0
Orissa,Cuttack,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.571634363541121,0,62.23913043478261
Orissa,Dhenkanal,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4865616311399443,0,38.82051282051282
Orissa,Ganjam,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8274765729585005,0,51.208333333333336
Orissa,Jagatsinghapur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2945113788487282,0,17.22222222222222
Orissa,Jajapur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3809833930315858,0,20.405405405405407
Orissa,Kandhamal,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1445783132530118,0,34.285714285714285
Orissa,Kendujhar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6884681583476764,0,23.142857142857142
Orissa,Khordha,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.627538726333907,0,68.88571428571429
Orissa,Koraput,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5576150756873649,0,31.56410256410257
Orissa,Malkangiri,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3493975903614457,0,12.8
Orissa,Mayurbhanj,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.0903614457831325,0,3.6875
Orissa,Nayagarh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6110154905335627,0,36.10714285714285
Orissa,Puri,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7694779116465863,0,46.92
Orissa,Rayagada,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5819020763906689,0,34.06382978723404
Orissa,Sundargarh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3996473699676755,0,25.195121951219512
Orissa,Sundergarh,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.0602409638554216,1,2.0
Pondicherry,Karaikal,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.436029833620195,0,31.07936507936508
Puducherry,Karaikal,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5787951807228913,0,108.768
Puducherry,Yanam,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7078313253012047,0,25.0
Punjab,Amritsar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.069216777880322,0,33.890254026232775
Punjab,Barnala,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.571114178074527,0,114.35913312693498
Punjab,Bathinda,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.338936977957676,0,108.79211087420045
Punjab,Faridkot,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6965252313602237,0,122.8608695652174
Punjab,Fatehgarh Sahib,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6851533116593358,0,108.7010582010582
Punjab,Fazilka,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6512359250310005,0,100.71350613915416
Punjab,Ferozepur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.9829906917933056,0,123.70036764705884
Punjab,Firozpur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0757824196193055,0,72.10059171597634
Punjab,Gurdaspur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8790402278464475,0,62.67982099267697
Punjab,Hoshiarpur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7742485973276967,0,49.334363957597176
Punjab,Jalandhar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.312547855154525,0,121.68923327895595
Punjab,Kapurthala,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.2184260156714736,2,20.6064082278481
Punjab,Ludhiana,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5968451453225008,0,20.466434101931423
Punjab,Malerkotla,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.5384813274450115,0,83.43416370106762
Punjab,Mansa,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.5905187328950263,0,171.0522193211488
Punjab,Moga,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4330021602995744,0,116.70731707317071
Punjab,Muktsar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6728321737654844,0,60.69718309859155
Punjab,Nawanshahr,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3384446878422782,0,58.74545454545454
