date,state,district,age_0_5,age_5_17,age_18_greater
2025-05-09,Uttar Pradesh,Lalitpur,9,0,2
2025-05-09,Uttar Pradesh,Lucknow,36,27,0
2025-05-09,Uttar Pradesh,Maharajganj,25,48,2
2025-05-09,Uttar Pradesh,Mahoba,27,12,0
2025-05-09,Uttar Pradesh,Mainpuri,14,31,1
2025-05-09,Uttar Pradesh,Mathura,17,16,0
2025-05-09,Uttar Pradesh,Mau,13,43,0
2025-05-09,Uttar Pradesh,Meerut,50,17,0
2025-05-09,Uttar Pradesh,Mirzapur,35,19,0
2025-05-09,Uttar Pradesh,Moradabad,41,6,0
2025-05-09,Uttar Pradesh,Muzaffarnagar,15,8,0
2025-05-09,Uttar Pradesh,Pilibhit,37,16,0
2025-05-09,Uttar Pradesh,Pratapgarh,16,17,0
2025-05-09,Uttar Pradesh,Prayagraj,9,2,0
2025-05-09,Uttar Pradesh,Rae Bareli,24,8,0
2025-05-09,Uttar Pradesh,Rampur,29,8,1
2025-05-09,Uttar Pradesh,Saharanpur,61,17,0
2025-05-09,Uttar Pradesh,Sambhal,36,36,0
2025-05-09,Uttar Pradesh,Sant Kabir Nagar,26,21,0
2025-05-09,Uttar Pradesh,Sant Ravidas Nagar,14,6,0
2025-05-09,Uttar Pradesh,Shahjahanpur,42,28,1
2025-05-09,Uttar Pradesh,Shamli,23,14,1
2025-05-09,Uttar Pradesh,Shrawasti,7,3,0
2025-05-09,Uttar Pradesh,Siddharthnagar,82,39,4
2025-05-09,Uttar Pradesh,Sitapur,54,28,1
2025-05-09,Uttar Pradesh,Sonbhadra,41,15,0
2025-05-09,Uttar Pradesh,Sultanpur,10,13,0
2025-05-09,Uttar Pradesh,Unnao,40,25,3
2025-05-09,Uttar Pradesh,Varanasi,21,22,1
2025-05-09,Uttarakhand,Almora,4,0,0
2025-05-09,Uttarakhand,Bageshwar,5,0,0
2025-05-09,Uttarakhand,Chamoli,5,1,0
2025-05-09,Uttarakhand,Champawat,1,0,0
2025-05-09,Uttarakhand,Dehradun,54,5,0
2025-05-09,Uttarakhand,Hardwar,1,2,0
2025-05-09,Uttarakhand,Haridwar,10,10,0
2025-05-09,Uttarakhand,Nainital,6,2,0
2025-05-09,Uttarakhand,Pauri Garhwal,7,0,0
2025-05-09,Uttarakhand,Pithoragarh,3,0,0
2025-05-09,Uttarakhand,Rudraprayag,2,0,0
2025-05-09,Uttarakhand,Tehri Garhwal,22,8,0
2025-05-09,Uttarakhand,Udham Singh Nagar,12,3,0
2025-05-09,Uttarakhand,Uttarkashi,3,3,0
2025-05-09,West  Bengal,Hooghly,0,1,0
2025-05-09,West Bengal,Alipurduar,3,3,1
2025-05-09,West Bengal,Bankura,40,12,0
2025-05-09,West Bengal,Barddhaman,104,25,1
2025-05-09,West Bengal,Bardhaman,13,3,0
2025-05-09,West Bengal,Birbhum,149,15,0
2025-05-09,West Bengal,Cooch Behar,100,39,1
2025-05-09,West Bengal,Dakshin Dinajpur,87,19,1
2025-05-09,West Bengal,Darjeeling,13,22,2
2025-05-09,West Bengal,Darjiling,6,3,0
2025-05-09,West Bengal,East Midnapore,20,5,0
2025-05-09,West Bengal,Haora,25,13,0
2025-05-09,West Bengal,Hooghly,135,51,10
2025-05-09,West Bengal,Howrah,156,53,1
2025-05-09,West Bengal,Hugli,1,1,0
2025-05-09,West Bengal,Jalpaiguri,46,47,3
2025-05-09,West Bengal,Jhargram,5,2,0
2025-05-09,West Bengal,Koch Bihar,35,18,0
2025-05-09,West Bengal,Kolkata,15,16,3
2025-05-09,West Bengal,Malda,111,30,0
2025-05-09,West Bengal,Maldah,13,3,0
2025-05-09,West Bengal,Murshidabad,717,57,0
2025-05-09,West Bengal,Nadia,140,30,2
2025-05-09,West Bengal,North 24 Parganas,336,58,4
2025-05-09,West Bengal,North Twenty Four Parganas,24,3,0
2025-05-09,West Bengal,Paschim Bardhaman,8,4,1
2025-05-09,West Bengal,Paschim Medinipur,200,56,1
2025-05-09,West Bengal,Purba Bardhaman,16,5,1
2025-05-09,West Bengal,Purba Medinipur,166,15,1
2025-05-09,West Bengal,Purulia,8,0,0
2025-05-09,West Bengal,Puruliya,136,20,0
2025-05-09,West Bengal,South 24 Parganas,302,74,1
2025-05-09,West Bengal,South Dinajpur,5,1,0
2025-05-09,West Bengal,South Twenty Four Parganas,41,4,0
2025-05-09,West Bengal,Uttar Dinajpur,111,42,2
2025-05-09,West Bengal,West Midnapore,25,16,0
2025-05-09,Westbengal,Hooghly,1,0,0
2025-05-11,Andaman and Nicobar Islands,South Andaman,4,0,0
2025-05-11,Andhra Pradesh,Adilabad,19,4,0
2025-05-11,Andhra Pradesh,Alluri Sitharama Raju,20,5,0
2025-05-11,Andhra Pradesh,Anakapalli,3,0,0
2025-05-11,Andhra Pradesh,Anantapur,83,3,0
2025-05-11,Andhra Pradesh,Ananthapur,38,1,0
2025-05-11,Andhra Pradesh,Ananthapuramu,63,4,0
2025-05-11,Andhra Pradesh,Annamayya,30,1,7
2025-05-11,Andhra Pradesh,Bapatla,9,1,1
2025-05-11,Andhra Pradesh,Chittoor,174,17,0
2025-05-11,Andhra Pradesh,Cuddapah,133,9,0
2025-05-11,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,13,0,0
2025-05-11,Andhra Pradesh,East Godavari,164,6,0
2025-05-11,Andhra Pradesh,Eluru,10,0,0
2025-05-11,Andhra Pradesh,Guntur,200,14,1
2025-05-11,Andhra Pradesh,Hyderabad,54,18,0
2025-05-11,Andhra Pradesh,K.V.Rangareddy,1,0,0
2025-05-11,Andhra Pradesh,Kakinada,24,3,1
2025-05-11,Andhra Pradesh,Karim Nagar,1,0,0
2025-05-11,Andhra Pradesh,Karimnagar,7,0,0
2025-05-11,Andhra Pradesh,Khammam,8,2,0
2025-05-11,Andhra Pradesh,Krishna,99,19,1
2025-05-11,Andhra Pradesh,Kurnool,258,18,0
2025-05-11,Andhra Pradesh,Mahabub Nagar,10,3,0
2025-05-11,Andhra Pradesh,Mahbubnagar,5,1,0
2025-05-11,Andhra Pradesh,Medak,7,2,0
2025-05-11,Andhra Pradesh,N. T. R,14,1,2
2025-05-11,Andhra Pradesh,Nalgonda,10,4,0
2025-05-11,Andhra Pradesh,Nandyal,27,1,0
2025-05-11,Andhra Pradesh,Nellore,111,15,0
2025-05-11,Andhra Pradesh,Nizamabad,8,1,0
2025-05-11,Andhra Pradesh,Palnadu,24,0,0
2025-05-11,Andhra Pradesh,Parvathipuram Manyam,9,4,0
2025-05-11,Andhra Pradesh,Prakasam,165,23,2
2025-05-11,Andhra Pradesh,Rangareddi,28,11,0
2025-05-11,Andhra Pradesh,Sri Potti Sriramulu Nellore,15,28,8
2025-05-11,Andhra Pradesh,Sri Sathya Sai,22,1,0
2025-05-11,Andhra Pradesh,Srikakulam,138,2,0
2025-05-11,Andhra Pradesh,Tirupati,24,15,3
2025-05-11,Andhra Pradesh,Visakhapatnam,221,12,0
2025-05-11,Andhra Pradesh,Vizianagaram,84,2,0
2025-05-11,Andhra Pradesh,Warangal,11,8,0
2025-05-11,Andhra Pradesh,West Godavari,127,4,0
2025-05-11,Andhra Pradesh,Y. S. R,23,2,1
2025-05-11,Arunachal Pradesh,Changlang,8,1,0
2025-05-11,Arunachal Pradesh,East Kameng,0,2,0
2025-05-11,Arunachal Pradesh,East Siang,1,2,0
2025-05-11,Arunachal Pradesh,Kamle,0,1,0
2025-05-11,Arunachal Pradesh,Longding,0,2,0
2025-05-11,Arunachal Pradesh,Lower Siang,2,0,0
2025-05-11,Arunachal Pradesh,Lower Subansiri,0,2,0
2025-05-11,Arunachal Pradesh,Namsai,3,0,0
2025-05-11,Arunachal Pradesh,Papum Pare,1,9,0
2025-05-11,Arunachal Pradesh,Tawang,2,2,0
2025-05-11,Arunachal Pradesh,Tirap,2,0,0
2025-05-11,Arunachal Pradesh,Upper Subansiri,0,1,0
2025-05-11,Arunachal Pradesh,West Kameng,0,2,0
2025-05-11,Arunachal Pradesh,West Siang,10,7,0
2025-05-11,Assam,Bajali,1,0,0
2025-05-11,Assam,Baksa,44,10,0
2025-05-11,Assam,Barpeta,187,49,0
2025-05-11,Assam,Biswanath,28,12,0
2025-05-11,Assam,Bongaigaon,34,9,0
2025-05-11,Assam,Cachar,104,54,0
2025-05-11,Assam,Charaideo,11,6,0
2025-05-11,Assam,Chirang,20,8,0
2025-05-11,Assam,Darrang,82,22,7
2025-05-11,Assam,Dhemaji,38,12,1
2025-05-11,Assam,Dhubri,160,52,0
2025-05-11,Assam,Dibrugarh,27,25,12
2025-05-11,Assam,Dima Hasao,0,1,0
2025-05-11,Assam,Goalpara,58,17,0
2025-05-11,Assam,Golaghat,32,28,0
2025-05-11,Assam,Hailakandi,68,7,0
2025-05-11,Assam,Hojai,40,15,0
2025-05-11,Assam,Jorhat,46,3,0
2025-05-11,Assam,Kamrup,71,30,0
2025-05-11,Assam,Kamrup Metro,51,22,0
2025-05-11,Assam,Karbi Anglong,88,46,3
2025-05-11,Assam,Karimganj,78,44,0
2025-05-11,Assam,Kokrajhar,28,21,0
2025-05-11,Assam,Lakhimpur,51,17,0
2025-05-11,Assam,Marigaon,66,19,0
2025-05-11,Assam,Nagaon,85,32,0
2025-05-11,Assam,Nalbari,64,20,0
2025-05-11,Assam,North Cachar Hills,4,1,0
2025-05-11,Assam,Sibsagar,39,14,0
2025-05-11,Assam,Sonitpur,112,66,0
2025-05-11,Assam,South Salmara Mankachar,18,6,0
2025-05-11,Assam,Sribhumi,1,2,0
2025-05-11,Assam,Tinsukia,27,20,0
2025-05-11,Assam,Udalguri,33,9,0
2025-05-11,Assam,West Karbi Anglong,12,4,0
2025-05-11,Bihar,Araria,203,121,0
2025-05-11,Bihar,Arwal,9,41,0
2025-05-11,Bihar,Aurangabad,65,207,0
2025-05-11,Bihar,Aurangabad(bh),0,3,0
2025-05-11,Bihar,Banka,161,129,0
2025-05-11,Bihar,Begusarai,141,89,0
2025-05-11,Bihar,Bhagalpur,176,124,0
2025-05-11,Bihar,Bhojpur,42,217,2
2025-05-11,Bihar,Buxar,47,97,3
2025-05-11,Bihar,Darbhanga,151,81,1
2025-05-11,Bihar,East Champaran,181,348,9
2025-05-11,Bihar,Gaya,122,294,2
2025-05-11,Bihar,Gopalganj,56,128,1
2025-05-11,Bihar,Jamui,92,89,0
2025-05-11,Bihar,Jehanabad,16,71,1
2025-05-11,Bihar,Kaimur (Bhabua),57,60,0
2025-05-11,Bihar,Katihar,253,107,2
2025-05-11,Bihar,Khagaria,58,46,1
2025-05-11,Bihar,Kishanganj,167,41,0
2025-05-11,Bihar,Lakhisarai,52,58,0
2025-05-11,Bihar,Madhepura,105,88,0
2025-05-11,Bihar,Madhubani,248,217,8
2025-05-11,Bihar,Monghyr,1,0,0
2025-05-11,Bihar,Munger,46,50,1
2025-05-11,Bihar,Muzaffarpur,160,138,1
2025-05-11,Bihar,Nalanda,50,138,1
2025-05-11,Bihar,Nawada,34,183,4
2025-05-11,Bihar,Pashchim Champaran,1,0,0
2025-05-11,Bihar,Patna,63,172,0
2025-05-11,Bihar,Purba Champaran,1,1,0
2025-05-11,Bihar,Purnea,3,6,0
2025-05-11,Bihar,Purnia,211,138,1
2025-05-11,Bihar,Rohtas,34,85,1
2025-05-11,Bihar,Saharsa,90,85,0
2025-05-11,Bihar,Samastipur,122,77,0
2025-05-11,Bihar,Samstipur,0,3,0
2025-05-11,Bihar,Saran,128,247,1
2025-05-11,Bihar,Sheikhpura,27,41,1
2025-05-11,Bihar,Sheohar,46,31,0
2025-05-11,Bihar,Sitamarhi,280,185,9
2025-05-11,Bihar,Siwan,126,188,1
2025-05-11,Bihar,Supaul,196,176,5
2025-05-11,Bihar,Vaishali,180,218,0
2025-05-11,Bihar,West Champaran,164,321,14
2025-05-11,Chandigarh,Chandigarh,37,1,0
2025-05-11,Chandigarh,Rupnagar,1,0,0
2025-05-11,Chhattisgarh,Balod,23,1,0
2025-05-11,Chhattisgarh,Baloda Bazar,71,8,0
2025-05-11,Chhattisgarh,Balrampur,85,23,0
2025-05-11,Chhattisgarh,Bastar,35,50,0
2025-05-11,Chhattisgarh,Bemetara,61,6,0
2025-05-11,Chhattisgarh,Bijapur,27,14,0
2025-05-11,Chhattisgarh,Bilaspur,136,27,0
2025-05-11,Chhattisgarh,Dakshin Bastar Dantewada,55,4,0
2025-05-11,Chhattisgarh,Dantewada,23,7,0
2025-05-11,Chhattisgarh,Dhamtari,36,4,0
2025-05-11,Chhattisgarh,Durg,60,4,0
2025-05-11,Chhattisgarh,Gariyaband,21,5,0
2025-05-11,Chhattisgarh,Gaurela-pendra-marwahi,2,1,0
2025-05-11,Chhattisgarh,Janjgir - Champa,1,0,0
2025-05-11,Chhattisgarh,Janjgir-champa,67,7,0
2025-05-11,Chhattisgarh,Jashpur,39,25,0
2025-05-11,Chhattisgarh,Kabeerdham,20,3,0
2025-05-11,Chhattisgarh,Kanker,35,6,0
2025-05-11,Chhattisgarh,Kawardha,49,2,0
2025-05-11,Chhattisgarh,Khairagarh Chhuikhadan Gandai,3,0,0
2025-05-11,Chhattisgarh,Kondagaon,67,34,0
2025-05-11,Chhattisgarh,Korba,54,13,0
2025-05-11,Chhattisgarh,Koriya,15,10,0
2025-05-11,Chhattisgarh,Mahasamund,46,11,0
2025-05-11,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,6,2,0
2025-05-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1,1,0
2025-05-11,Chhattisgarh,Mungeli,46,8,0
2025-05-11,Chhattisgarh,Narayanpur,10,7,0
2025-05-11,Chhattisgarh,Raigarh,52,4,0
2025-05-11,Chhattisgarh,Raipur,131,24,0
2025-05-11,Chhattisgarh,Rajnandgaon,102,18,0
2025-05-11,Chhattisgarh,Sakti,5,2,0
2025-05-11,Chhattisgarh,Sarangarh-Bilaigarh,3,2,0
2025-05-11,Chhattisgarh,Sukma,8,6,0
2025-05-11,Chhattisgarh,Surajpur,38,10,0
2025-05-11,Chhattisgarh,Surguja,49,20,0
2025-05-11,Chhattisgarh,Uttar Bastar Kanker,13,3,0
2025-05-11,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2,0,0
2025-05-11,Daman and Diu,Diu,1,0,0
2025-05-11,Delhi,Central Delhi,26,11,2
2025-05-11,Delhi,East Delhi,65,21,0
2025-05-11,Delhi,Najafgarh,1,0,0
2025-05-11,Delhi,New Delhi,2,1,0
2025-05-11,Delhi,North Delhi,43,23,0
2025-05-11,Delhi,North East,24,13,0
2025-05-11,Delhi,North East Delhi,81,29,1
2025-05-11,Delhi,North West Delhi,140,30,2
2025-05-11,Delhi,Shahdara,7,3,0
2025-05-11,Delhi,South Delhi,150,29,2
2025-05-11,Delhi,South East Delhi,1,1,0
2025-05-11,Delhi,South West Delhi,56,23,5
2025-05-11,Delhi,West Delhi,87,29,0
2025-05-11,Goa,North Goa,27,5,0
2025-05-11,Goa,South Goa,18,4,0
2025-05-11,Gujarat,Ahmadabad,12,4,0
2025-05-11,Gujarat,Ahmedabad,160,80,5
2025-05-11,Gujarat,Amreli,18,4,0
2025-05-11,Gujarat,Anand,41,4,1
2025-05-11,Gujarat,Arvalli,5,1,0
2025-05-11,Gujarat,Banaskantha,44,11,0
2025-05-11,Gujarat,Bharuch,29,5,0
2025-05-11,Gujarat,Bhavnagar,68,13,0
2025-05-11,Gujarat,Botad,12,0,0
2025-05-11,Gujarat,Chhotaudepur,10,2,0
2025-05-11,Gujarat,Dahod,41,21,0
2025-05-11,Gujarat,Devbhumi Dwarka,10,3,0
2025-05-11,Gujarat,Dohad,13,7,0
2025-05-11,Gujarat,Gandhinagar,28,6,4
2025-05-11,Gujarat,Gir Somnath,21,2,0
2025-05-11,Gujarat,Jamnagar,28,4,2
2025-05-11,Gujarat,Junagadh,35,6,0
2025-05-11,Gujarat,Kachchh,49,20,2
2025-05-11,Gujarat,Kheda,55,3,0
2025-05-11,Gujarat,Mahesana,39,5,0
2025-05-11,Gujarat,Mahisagar,7,1,0
2025-05-11,Gujarat,Morbi,18,3,0
2025-05-11,Gujarat,Narmada,3,0,0
2025-05-11,Gujarat,Navsari,23,1,0
2025-05-11,Gujarat,Panch Mahals,1,0,0
2025-05-11,Gujarat,Panchmahals,32,5,0
2025-05-11,Gujarat,Patan,38,4,0
2025-05-11,Gujarat,Porbandar,9,0,0
2025-05-11,Gujarat,Rajkot,90,26,0
2025-05-11,Gujarat,Sabar Kantha,2,0,0
2025-05-11,Gujarat,Sabarkantha,30,9,0
2025-05-11,Gujarat,Surat,181,54,0
2025-05-11,Gujarat,Surendra Nagar,45,9,0
2025-05-11,Gujarat,Tapi,17,0,0
2025-05-11,Gujarat,The Dangs,7,1,0
2025-05-11,Gujarat,Vadodara,92,24,0
2025-05-11,Gujarat,Valsad,35,12,0
2025-05-11,Haryana,Ambala,37,4,0
2025-05-11,Haryana,Bhiwani,53,4,0
2025-05-11,Haryana,Charkhi Dadri,30,2,0
2025-05-11,Haryana,Faridabad,122,32,0
2025-05-11,Haryana,Fatehabad,22,2,0
2025-05-11,Haryana,Gurgaon,70,12,1
2025-05-11,Haryana,Hisar,63,4,0
2025-05-11,Haryana,Jhajjar,27,1,1
2025-05-11,Haryana,Jind,39,5,0
2025-05-11,Haryana,Kaithal,26,0,0
2025-05-11,Haryana,Karnal,58,2,0
2025-05-11,Haryana,Kurukshetra,21,2,0
2025-05-11,Haryana,Mahendragarh,27,3,0
2025-05-11,Haryana,Mewat,126,11,1
2025-05-11,Haryana,Palwal,133,8,0
2025-05-11,Haryana,Panchkula,31,1,0
2025-05-11,Haryana,Panipat,67,5,1
2025-05-11,Haryana,Rewari,47,2,0
2025-05-11,Haryana,Rohtak,41,3,0
2025-05-11,Haryana,Sirsa,44,3,0
2025-05-11,Haryana,Sonipat,108,6,0
2025-05-11,Haryana,Yamuna Nagar,36,1,0
2025-05-11,Haryana,Yamunanagar,2,0,0
2025-05-11,Himachal Pradesh,Bilaspur,18,0,0
2025-05-11,Himachal Pradesh,Chamba,28,1,0
2025-05-11,Himachal Pradesh,Hamirpur,20,0,0
2025-05-11,Himachal Pradesh,Kangra,58,0,0
2025-05-11,Himachal Pradesh,Kinnaur,4,0,0
2025-05-11,Himachal Pradesh,Kullu,18,1,1
2025-05-11,Himachal Pradesh,Lahul & Spiti,3,0,0
2025-05-11,Himachal Pradesh,Mandi,31,0,0
2025-05-11,Himachal Pradesh,Shimla,23,3,0
2025-05-11,Himachal Pradesh,Sirmaur,25,1,0
2025-05-11,Himachal Pradesh,Solan,30,0,0
2025-05-11,Himachal Pradesh,Una,17,0,0
2025-05-11,Jammu & Kashmir,Baramula,1,1,0
2025-05-11,Jammu & Kashmir,Jammu,2,0,0
2025-05-11,Jammu and Kashmir,Anantnag,30,2,13
2025-05-11,Jammu and Kashmir,Badgam,18,3,0
2025-05-11,Jammu and Kashmir,Bandipore,18,5,0
2025-05-11,Jammu and Kashmir,Baramula,25,8,0
2025-05-11,Jammu and Kashmir,Budgam,8,1,0
2025-05-11,Jammu and Kashmir,Doda,31,19,0
2025-05-11,Jammu and Kashmir,Ganderbal,5,1,0
2025-05-11,Jammu and Kashmir,Jammu,47,9,0
2025-05-11,Jammu and Kashmir,Kargil,10,1,0
2025-05-11,Jammu and Kashmir,Kathua,43,7,0
2025-05-11,Jammu and Kashmir,Kishtwar,15,6,0
2025-05-11,Jammu and Kashmir,Kulgam,8,4,0
2025-05-11,Jammu and Kashmir,Kupwara,34,7,4
2025-05-11,Jammu and Kashmir,Leh,5,0,0
2025-05-11,Jammu and Kashmir,Pulwama,11,1,0
2025-05-11,Jammu and Kashmir,Punch,30,7,0
2025-05-11,Jammu and Kashmir,Rajouri,25,5,0
2025-05-11,Jammu and Kashmir,Ramban,17,14,0
2025-05-11,Jammu and Kashmir,Reasi,20,18,0
2025-05-11,Jammu and Kashmir,Samba,12,0,0
2025-05-11,Jammu and Kashmir,Shupiyan,4,1,0
2025-05-11,Jammu and Kashmir,Srinagar,27,5,42
2025-05-11,Jammu and Kashmir,Udhampur,43,9,0
2025-05-11,Jharkhand,Bokaro,56,38,0
2025-05-11,Jharkhand,Chatra,99,55,1
2025-05-11,Jharkhand,Deoghar,62,67,0
2025-05-11,Jharkhand,Dhanbad,153,84,0
2025-05-11,Jharkhand,Dumka,60,63,0
2025-05-11,Jharkhand,East Singhbhum,74,24,0
2025-05-11,Jharkhand,Garhwa,156,43,0
2025-05-11,Jharkhand,Garhwa *,5,1,0
2025-05-11,Jharkhand,Giridih,163,170,1
2025-05-11,Jharkhand,Godda,57,46,0
2025-05-11,Jharkhand,Gumla,74,35,0
2025-05-11,Jharkhand,Hazaribag,6,9,0
2025-05-11,Jharkhand,Hazaribagh,92,26,0
2025-05-11,Jharkhand,Jamtara,77,22,1
2025-05-11,Jharkhand,Khunti,37,17,0
2025-05-11,Jharkhand,Kodarma,5,1,0
2025-05-11,Jharkhand,Koderma,24,26,0
2025-05-11,Jharkhand,Latehar,40,25,0
2025-05-11,Jharkhand,Lohardaga,46,13,0
2025-05-11,Jharkhand,Pakaur,5,0,0
2025-05-11,Jharkhand,Pakur,43,2,0
2025-05-11,Jharkhand,Palamau,11,1,0
2025-05-11,Jharkhand,Palamu,255,39,0
2025-05-11,Jharkhand,Pashchimi Singhbhum,12,5,0
2025-05-11,Jharkhand,Purbi Singhbhum,27,3,0
2025-05-11,Jharkhand,Ramgarh,36,23,0
2025-05-11,Jharkhand,Ranchi,267,95,0
2025-05-11,Jharkhand,Sahebganj,145,78,0
2025-05-11,Jharkhand,Sahibganj,5,5,0
2025-05-11,Jharkhand,Seraikela-Kharsawan,55,16,0
2025-05-11,Jharkhand,Seraikela-kharsawan,5,1,0
2025-05-11,Jharkhand,Simdega,22,8,0
2025-05-11,Jharkhand,West Singhbhum,71,43,0
2025-05-11,Karnataka,Bagalkot,58,7,0
2025-05-11,Karnataka,Bagalkot *,2,0,0
2025-05-11,Karnataka,Ballari,44,5,0
2025-05-11,Karnataka,Bangalore,82,13,0
2025-05-11,Karnataka,Bangalore Rural,30,2,1
2025-05-11,Karnataka,Belagavi,90,13,5
2025-05-11,Karnataka,Belgaum,90,9,0
2025-05-11,Karnataka,Bellary,51,5,0
2025-05-11,Karnataka,Bengaluru,179,60,48
2025-05-11,Karnataka,Bengaluru South,0,5,0
2025-05-11,Karnataka,Bidar,79,13,0
2025-05-11,Karnataka,Bijapur,33,12,0
2025-05-11,Karnataka,Chamarajanagar,3,1,0
2025-05-11,Karnataka,Chamrajanagar,35,3,0
2025-05-11,Karnataka,Chamrajnagar,8,0,0
2025-05-11,Karnataka,Chickmagalur,16,2,0
2025-05-11,Karnataka,Chikkaballapur,39,4,0
2025-05-11,Karnataka,Chikkamagaluru,13,0,0
2025-05-11,Karnataka,Chikmagalur,4,0,0
2025-05-11,Karnataka,Chitradurga,61,5,3
2025-05-11,Karnataka,Dakshina Kannada,68,10,0
2025-05-11,Karnataka,Davanagere,2,1,0
2025-05-11,Karnataka,Davangere,35,2,9
2025-05-11,Karnataka,Dharwad,68,7,0
2025-05-11,Karnataka,Gadag,41,7,0
2025-05-11,Karnataka,Gadag *,1,0,0
2025-05-11,Karnataka,Gulbarga,48,11,0
2025-05-11,Karnataka,Hasan,18,1,0
2025-05-11,Karnataka,Hassan,39,3,0
2025-05-11,Karnataka,Haveri,47,5,0
2025-05-11,Karnataka,Haveri *,3,1,0
2025-05-11,Karnataka,Kalaburagi,46,12,0
2025-05-11,Karnataka,Kodagu,9,2,0
2025-05-11,Karnataka,Kolar,68,7,0
2025-05-11,Karnataka,Koppal,90,9,0
2025-05-11,Karnataka,Mandya,60,0,0
2025-05-11,Karnataka,Mysore,35,3,0
2025-05-11,Karnataka,Mysuru,42,1,12
2025-05-11,Karnataka,Raichur,126,26,1
2025-05-11,Karnataka,Ramanagar,36,3,0
2025-05-11,Karnataka,Shimoga,41,5,0
2025-05-11,Karnataka,Shivamogga,32,2,0
2025-05-11,Karnataka,Tumakuru,34,6,0
2025-05-11,Karnataka,Tumkur,37,2,0
2025-05-11,Karnataka,Udupi,26,2,0
2025-05-11,Karnataka,Uttara Kannada,64,3,0
2025-05-11,Karnataka,Vijayanagara,22,2,0
2025-05-11,Karnataka,Vijayapura,46,9,2
2025-05-11,Karnataka,Yadgir,126,23,7
2025-05-11,Karnataka,yadgir,17,4,0
2025-05-11,Kerala,Alappuzha,45,15,25
2025-05-11,Kerala,Ernakulam,80,27,1
2025-05-11,Kerala,Idukki,34,4,1
2025-05-11,Kerala,Kannur,136,52,3
2025-05-11,Kerala,Kasaragod,69,14,0
2025-05-11,Kerala,Kasargod,2,2,0
2025-05-11,Kerala,Kollam,79,19,0
2025-05-11,Kerala,Kottayam,48,16,2
2025-05-11,Kerala,Kozhikode,145,54,1
2025-05-11,Kerala,Malappuram,261,110,10
2025-05-11,Kerala,Palakkad,118,14,3
2025-05-11,Kerala,Pathanamthitta,29,8,2
2025-05-11,Kerala,Thiruvananthapuram,97,24,0
2025-05-11,Kerala,Thrissur,132,28,1
2025-05-11,Kerala,Wayanad,47,5,0
2025-05-11,Ladakh,Kargil,9,1,0
2025-05-11,Ladakh,Leh,2,1,0
2025-05-11,Lakshadweep,Lakshadweep,4,1,0
2025-05-11,Madhya Pradesh,Agar Malwa,55,3,0
2025-05-11,Madhya Pradesh,Alirajpur,40,28,0
2025-05-11,Madhya Pradesh,Anuppur,71,11,0
2025-05-11,Madhya Pradesh,Ashok Nagar,51,15,0
2025-05-11,Madhya Pradesh,Balaghat,128,9,0
2025-05-11,Madhya Pradesh,Barwani,88,36,0
2025-05-11,Madhya Pradesh,Betul,142,26,0
2025-05-11,Madhya Pradesh,Bhind,111,47,1
2025-05-11,Madhya Pradesh,Bhopal,186,19,0
2025-05-11,Madhya Pradesh,Burhanpur,50,11,0
2025-05-11,Madhya Pradesh,Chhatarpur,149,38,1
2025-05-11,Madhya Pradesh,Chhindwara,136,8,0
2025-05-11,Madhya Pradesh,Damoh,102,11,0
2025-05-11,Madhya Pradesh,Datia,69,20,0
2025-05-11,Madhya Pradesh,Dewas,228,18,1
2025-05-11,Madhya Pradesh,Dhar,109,30,0
2025-05-11,Madhya Pradesh,Dindori,38,1,0
2025-05-11,Madhya Pradesh,East Nimar,42,17,1
2025-05-11,Madhya Pradesh,Guna,99,27,0
2025-05-11,Madhya Pradesh,Gwalior,140,42,0
2025-05-11,Madhya Pradesh,Harda,31,3,0
2025-05-11,Madhya Pradesh,Harda *,7,0,0
2025-05-11,Madhya Pradesh,Hoshangabad,111,9,0
2025-05-11,Madhya Pradesh,Indore,147,54,1
2025-05-11,Madhya Pradesh,Jabalpur,214,30,0
2025-05-11,Madhya Pradesh,Jhabua,78,49,0
2025-05-11,Madhya Pradesh,Katni,140,26,0
2025-05-11,Madhya Pradesh,Khandwa,40,17,2
2025-05-11,Madhya Pradesh,Khargone,113,16,0
2025-05-11,Madhya Pradesh,Maihar,4,0,0
2025-05-11,Madhya Pradesh,Mandla,74,2,0
2025-05-11,Madhya Pradesh,Mandsaur,289,17,0
2025-05-11,Madhya Pradesh,Mauganj,5,2,0
2025-05-11,Madhya Pradesh,Morena,148,49,1
2025-05-11,Madhya Pradesh,Narmadapuram,10,4,0
2025-05-11,Madhya Pradesh,Narsimhapur,15,4,0
2025-05-11,Madhya Pradesh,Narsinghpur,42,12,0
2025-05-11,Madhya Pradesh,Neemuch,155,17,0
2025-05-11,Madhya Pradesh,Niwari,1,1,0
2025-05-11,Madhya Pradesh,Pandhurna,3,0,0
2025-05-11,Madhya Pradesh,Panna,121,28,0
2025-05-11,Madhya Pradesh,Raisen,71,11,0
2025-05-11,Madhya Pradesh,Rajgarh,92,21,0
2025-05-11,Madhya Pradesh,Ratlam,142,21,2
