date,state,district,bio_age_5_17,bio_age_17_plus
2025-06-12,Gujarat,Botad,43,12
2025-06-12,Gujarat,Chhotaudepur,45,43
2025-06-12,Gujarat,Dahod,147,175
2025-06-12,Gujarat,Devbhumi Dwarka,143,17
2025-06-12,Gujarat,Dohad,5,37
2025-06-12,Gujarat,Gandhinagar,99,124
2025-06-12,Gujarat,Gir Somnath,82,39
2025-06-12,Gujarat,Jamnagar,130,131
2025-06-12,Gujarat,Junagadh,97,202
2025-06-12,Gujarat,Kachchh,331,181
2025-06-12,Gujarat,Kheda,120,155
2025-06-12,Gujarat,Mahesana,169,167
2025-06-12,Gujarat,Mahisagar,56,36
2025-06-12,Gujarat,Morbi,43,27
2025-06-12,Gujarat,Narmada,39,69
2025-06-12,Gujarat,Navsari,84,49
2025-06-12,Gujarat,Panch Mahals,0,2
2025-06-12,Gujarat,Panchmahals,190,237
2025-06-12,Gujarat,Patan,140,114
2025-06-12,Gujarat,Porbandar,32,36
2025-06-12,Gujarat,Rajkot,301,273
2025-06-12,Gujarat,Sabar Kantha,1,8
2025-06-12,Gujarat,Sabarkantha,100,205
2025-06-12,Gujarat,Surat,619,504
2025-06-12,Gujarat,Surendra Nagar,106,122
2025-06-12,Gujarat,Surendranagar,0,6
2025-06-12,Gujarat,Tapi,83,58
2025-06-12,Gujarat,The Dangs,21,26
2025-06-12,Gujarat,Vadodara,295,380
2025-06-12,Gujarat,Valsad,124,126
2025-06-12,Haryana,Ambala,89,146
2025-06-12,Haryana,Bhiwani,186,177
2025-06-12,Haryana,Charkhi Dadri,11,18
2025-06-12,Haryana,Faridabad,249,191
2025-06-12,Haryana,Fatehabad,129,167
2025-06-12,Haryana,Gurgaon,183,124
2025-06-12,Haryana,Hisar,255,251
2025-06-12,Haryana,Jhajjar,98,93
2025-06-12,Haryana,Jind,128,201
2025-06-12,Haryana,Kaithal,89,148
2025-06-12,Haryana,Karnal,139,192
2025-06-12,Haryana,Kurukshetra,97,169
2025-06-12,Haryana,Mahendragarh,107,111
2025-06-12,Haryana,Mewat,180,166
2025-06-12,Haryana,Palwal,144,121
2025-06-12,Haryana,Panchkula,70,64
2025-06-12,Haryana,Panipat,94,171
2025-06-12,Haryana,Rewari,119,108
2025-06-12,Haryana,Rohtak,93,117
2025-06-12,Haryana,Sirsa,179,251
2025-06-12,Haryana,Sonipat,133,137
2025-06-12,Haryana,Yamuna Nagar,123,198
2025-06-12,Haryana,Yamunanagar,0,3
2025-06-12,Himachal Pradesh,Bilaspur,65,57
2025-06-12,Himachal Pradesh,Chamba,101,74
2025-06-12,Himachal Pradesh,Hamirpur,109,61
2025-06-12,Himachal Pradesh,Kangra,372,192
2025-06-12,Himachal Pradesh,Kinnaur,11,7
2025-06-12,Himachal Pradesh,Kullu,65,37
2025-06-12,Himachal Pradesh,Lahul & Spiti,1,5
2025-06-12,Himachal Pradesh,Lahul and Spiti,13,5
2025-06-12,Himachal Pradesh,Mandi,134,126
2025-06-12,Himachal Pradesh,Shimla,92,58
2025-06-12,Himachal Pradesh,Sirmaur,50,38
2025-06-12,Himachal Pradesh,Solan,107,65
2025-06-12,Himachal Pradesh,Una,89,81
2025-06-12,Jammu & Kashmir,Baramula,1,0
2025-06-12,Jammu & Kashmir,Jammu,0,2
2025-06-12,Jammu & Kashmir,Kathua,0,1
2025-06-12,Jammu & Kashmir,Leh (ladakh),0,1
2025-06-12,Jammu & Kashmir,Srinagar,0,1
2025-06-12,Jammu and Kashmir,Anantnag,175,100
2025-06-12,Jammu and Kashmir,Badgam,39,64
2025-06-12,Jammu and Kashmir,Bandipore,72,50
2025-06-12,Jammu and Kashmir,Baramula,257,167
2025-06-12,Jammu and Kashmir,Budgam,145,24
2025-06-12,Jammu and Kashmir,Doda,150,105
2025-06-12,Jammu and Kashmir,Ganderbal,58,35
2025-06-12,Jammu and Kashmir,Jammu,268,202
2025-06-12,Jammu and Kashmir,Kargil,6,12
2025-06-12,Jammu and Kashmir,Kathua,144,70
2025-06-12,Jammu and Kashmir,Kishtwar,40,35
2025-06-12,Jammu and Kashmir,Kulgam,88,46
2025-06-12,Jammu and Kashmir,Kupwara,145,120
2025-06-12,Jammu and Kashmir,Leh,4,6
2025-06-12,Jammu and Kashmir,Pulwama,246,97
2025-06-12,Jammu and Kashmir,Punch,258,113
2025-06-12,Jammu and Kashmir,Rajouri,313,131
2025-06-12,Jammu and Kashmir,Ramban,326,42
2025-06-12,Jammu and Kashmir,Reasi,59,51
2025-06-12,Jammu and Kashmir,Samba,72,32
2025-06-12,Jammu and Kashmir,Shupiyan,64,26
2025-06-12,Jammu and Kashmir,Srinagar,493,273
2025-06-12,Jammu and Kashmir,Udhampur,107,121
2025-06-12,Jharkhand,Bokaro,179,208
2025-06-12,Jharkhand,Chatra,101,119
2025-06-12,Jharkhand,Deoghar,134,124
2025-06-12,Jharkhand,Dhanbad,153,231
2025-06-12,Jharkhand,Dumka,94,121
2025-06-12,Jharkhand,East Singhbhum,175,185
2025-06-12,Jharkhand,Garhwa,130,198
2025-06-12,Jharkhand,Garhwa *,0,31
2025-06-12,Jharkhand,Giridih,184,153
2025-06-12,Jharkhand,Godda,164,122
2025-06-12,Jharkhand,Gumla,128,184
2025-06-12,Jharkhand,Hazaribag,7,21
2025-06-12,Jharkhand,Hazaribagh,167,137
2025-06-12,Jharkhand,Jamtara,58,49
2025-06-12,Jharkhand,Khunti,39,114
2025-06-12,Jharkhand,Kodarma,5,5
2025-06-12,Jharkhand,Koderma,69,68
2025-06-12,Jharkhand,Latehar,82,81
2025-06-12,Jharkhand,Lohardaga,65,90
2025-06-12,Jharkhand,Pakaur,6,1
2025-06-12,Jharkhand,Pakur,54,38
2025-06-12,Jharkhand,Palamau,2,7
2025-06-12,Jharkhand,Palamu,225,196
2025-06-12,Jharkhand,Pashchimi Singhbhum,7,34
2025-06-12,Jharkhand,Purbi Singhbhum,8,42
2025-06-12,Jharkhand,Ramgarh,57,65
2025-06-12,Jharkhand,Ranchi,167,219
2025-06-12,Jharkhand,Sahebganj,197,97
2025-06-12,Jharkhand,Sahibganj,3,12
2025-06-12,Jharkhand,Seraikela-Kharsawan,106,117
2025-06-12,Jharkhand,Seraikela-kharsawan,13,40
2025-06-12,Jharkhand,Simdega,72,116
2025-06-12,Jharkhand,West Singhbhum,167,284
2025-06-12,Karnataka,Bagalkot,176,158
2025-06-12,Karnataka,Bagalkot *,6,14
2025-06-12,Karnataka,Ballari,214,52
2025-06-12,Karnataka,Bangalore,266,800
2025-06-12,Karnataka,Bangalore Rural,125,163
2025-06-12,Karnataka,Belagavi,318,109
2025-06-12,Karnataka,Belgaum,238,311
2025-06-12,Karnataka,Bellary,173,211
2025-06-12,Karnataka,Bengaluru,999,843
2025-06-12,Karnataka,Bengaluru South,0,2
2025-06-12,Karnataka,Bidar,257,237
2025-06-12,Karnataka,Bijapur,135,203
2025-06-12,Karnataka,Chamarajanagar,1,13
2025-06-12,Karnataka,Chamarajanagar *,1,0
2025-06-12,Karnataka,Chamrajanagar,125,76
2025-06-12,Karnataka,Chamrajnagar,1,19
2025-06-12,Karnataka,Chickmagalur,52,99
2025-06-12,Karnataka,Chikkaballapur,149,138
2025-06-12,Karnataka,Chikkamagaluru,47,33
2025-06-12,Karnataka,Chikmagalur,4,13
2025-06-12,Karnataka,Chitradurga,198,179
2025-06-12,Karnataka,Dakshina Kannada,304,145
2025-06-12,Karnataka,Davanagere,8,31
2025-06-12,Karnataka,Davangere,239,197
2025-06-12,Karnataka,Dharwad,263,203
2025-06-12,Karnataka,Gadag,115,83
2025-06-12,Karnataka,Gadag *,2,4
2025-06-12,Karnataka,Gulbarga,161,345
2025-06-12,Karnataka,Hasan,27,84
2025-06-12,Karnataka,Hassan,253,146
2025-06-12,Karnataka,Haveri,206,225
2025-06-12,Karnataka,Haveri *,9,17
2025-06-12,Karnataka,Kalaburagi,344,128
2025-06-12,Karnataka,Kodagu,53,63
2025-06-12,Karnataka,Kolar,322,230
2025-06-12,Karnataka,Koppal,170,214
2025-06-12,Karnataka,Mandya,259,226
2025-06-12,Karnataka,Mysore,175,203
2025-06-12,Karnataka,Mysuru,336,109
2025-06-12,Karnataka,Raichur,519,540
2025-06-12,Karnataka,Ramanagar,155,139
2025-06-12,Karnataka,Shimoga,87,136
2025-06-12,Karnataka,Shivamogga,246,66
2025-06-12,Karnataka,Tumakuru,296,133
2025-06-12,Karnataka,Tumkur,212,408
2025-06-12,Karnataka,Udupi,209,120
2025-06-12,Karnataka,Uttara Kannada,209,196
2025-06-12,Karnataka,Vijayanagara,36,70
2025-06-12,Karnataka,Vijayapura,313,125
2025-06-12,Karnataka,Yadgir,236,209
2025-06-12,Karnataka,yadgir,11,57
2025-06-12,Kerala,Alappuzha,299,374
2025-06-12,Kerala,Ernakulam,802,822
2025-06-12,Kerala,Idukki,407,267
2025-06-12,Kerala,Kannur,545,614
2025-06-12,Kerala,Kasaragod,447,366
2025-06-12,Kerala,Kasargod,3,22
2025-06-12,Kerala,Kollam,510,616
2025-06-12,Kerala,Kottayam,423,415
2025-06-12,Kerala,Kozhikode,1021,938
2025-06-12,Kerala,Malappuram,880,1314
2025-06-12,Kerala,Palakkad,492,782
2025-06-12,Kerala,Pathanamthitta,198,271
2025-06-12,Kerala,Thiruvananthapuram,417,613
2025-06-12,Kerala,Thrissur,375,587
2025-06-12,Kerala,Wayanad,102,169
2025-06-12,Ladakh,Kargil,8,5
2025-06-12,Ladakh,Leh,7,8
2025-06-12,Lakshadweep,Lakshadweep,16,15
2025-06-12,Madhya Pradesh,Agar Malwa,35,88
2025-06-12,Madhya Pradesh,Alirajpur,81,103
2025-06-12,Madhya Pradesh,Anuppur,93,159
2025-06-12,Madhya Pradesh,Ashok Nagar,68,71
2025-06-12,Madhya Pradesh,Balaghat,814,134
2025-06-12,Madhya Pradesh,Barwani,208,171
2025-06-12,Madhya Pradesh,Betul,264,333
2025-06-12,Madhya Pradesh,Bhind,192,199
2025-06-12,Madhya Pradesh,Bhopal,469,499
2025-06-12,Madhya Pradesh,Burhanpur,234,219
2025-06-12,Madhya Pradesh,Chhatarpur,292,260
2025-06-12,Madhya Pradesh,Chhindwara,371,236
2025-06-12,Madhya Pradesh,Damoh,199,149
2025-06-12,Madhya Pradesh,Datia,101,113
2025-06-12,Madhya Pradesh,Dewas,259,260
2025-06-12,Madhya Pradesh,Dhar,164,253
2025-06-12,Madhya Pradesh,Dindori,193,90
2025-06-12,Madhya Pradesh,East Nimar,53,125
2025-06-12,Madhya Pradesh,Guna,155,176
2025-06-12,Madhya Pradesh,Gwalior,398,198
2025-06-12,Madhya Pradesh,Harda,53,92
2025-06-12,Madhya Pradesh,Harda *,5,18
2025-06-12,Madhya Pradesh,Hoshangabad,94,184
2025-06-12,Madhya Pradesh,Indore,1207,695
2025-06-12,Madhya Pradesh,Jabalpur,457,399
2025-06-12,Madhya Pradesh,Jhabua,133,125
2025-06-12,Madhya Pradesh,Katni,848,193
2025-06-12,Madhya Pradesh,Khandwa,116,108
2025-06-12,Madhya Pradesh,Khargone,243,317
2025-06-12,Madhya Pradesh,Maihar,1,16
2025-06-12,Madhya Pradesh,Mandla,90,118
2025-06-12,Madhya Pradesh,Mandsaur,148,153
2025-06-12,Madhya Pradesh,Mauganj,1,14
2025-06-12,Madhya Pradesh,Morena,321,216
2025-06-12,Madhya Pradesh,Narmadapuram,2,25
2025-06-12,Madhya Pradesh,Narsimhapur,15,32
2025-06-12,Madhya Pradesh,Narsinghpur,137,115
2025-06-12,Madhya Pradesh,Neemuch,147,78
2025-06-12,Madhya Pradesh,Niwari,5,2
2025-06-12,Madhya Pradesh,Panna,81,130
2025-06-12,Madhya Pradesh,Raisen,164,216
2025-06-12,Madhya Pradesh,Rajgarh,179,299
2025-06-12,Madhya Pradesh,Ratlam,1173,173
2025-06-12,Madhya Pradesh,Rewa,245,337
2025-06-12,Madhya Pradesh,Sagar,409,315
2025-06-12,Madhya Pradesh,Satna,629,354
2025-06-12,Madhya Pradesh,Sehore,205,252
2025-06-12,Madhya Pradesh,Seoni,142,191
2025-06-12,Madhya Pradesh,Shahdol,364,291
2025-06-12,Madhya Pradesh,Shajapur,199,276
2025-06-12,Madhya Pradesh,Sheopur,74,97
2025-06-12,Madhya Pradesh,Shivpuri,159,285
2025-06-12,Madhya Pradesh,Sidhi,118,155
2025-06-12,Madhya Pradesh,Singrauli,101,126
2025-06-12,Madhya Pradesh,Tikamgarh,252,199
2025-06-12,Madhya Pradesh,Ujjain,577,309
2025-06-12,Madhya Pradesh,Umaria,57,65
2025-06-12,Madhya Pradesh,Vidisha,250,273
2025-06-12,Madhya Pradesh,West Nimar,7,41
2025-06-12,Maharashtra,Ahmadnagar,1605,1797
2025-06-12,Maharashtra,Ahmed Nagar,10,76
2025-06-12,Maharashtra,Akola,298,511
2025-06-12,Maharashtra,Amravati,522,1032
2025-06-12,Maharashtra,Aurangabad,888,1285
2025-06-12,Maharashtra,Beed,914,498
2025-06-12,Maharashtra,Bhandara,183,299
2025-06-12,Maharashtra,Bid,2,77
2025-06-12,Maharashtra,Buldana,15,216
2025-06-12,Maharashtra,Buldhana,416,587
2025-06-12,Maharashtra,Chandrapur,726,701
2025-06-12,Maharashtra,Chatrapati Sambhaji Nagar,2,7
2025-06-12,Maharashtra,Chhatrapati Sambhajinagar,6,23
2025-06-12,Maharashtra,Dharashiv,1,1
2025-06-12,Maharashtra,Dhule,286,443
2025-06-12,Maharashtra,Gadchiroli,274,616
2025-06-12,Maharashtra,Gondia,0,6
2025-06-12,Maharashtra,Gondiya,177,333
2025-06-12,Maharashtra,Gondiya *,1,17
2025-06-12,Maharashtra,Hingoli,449,300
2025-06-12,Maharashtra,Jalgaon,1330,1247
2025-06-12,Maharashtra,Jalna,416,543
2025-06-12,Maharashtra,Kolhapur,812,933
2025-06-12,Maharashtra,Latur,359,600
2025-06-12,Maharashtra,Mumbai,774,1682
2025-06-12,Maharashtra,Mumbai City,291,92
2025-06-12,Maharashtra,Mumbai Suburban,759,410
2025-06-12,Maharashtra,Mumbai( Sub Urban ),10,86
2025-06-12,Maharashtra,Nagpur,692,1130
2025-06-12,Maharashtra,Nanded,866,1110
2025-06-12,Maharashtra,Nandurbar,215,512
2025-06-12,Maharashtra,Nandurbar *,0,17
2025-06-12,Maharashtra,Nashik,1474,2218
2025-06-12,Maharashtra,Osmanabad,459,482
2025-06-12,Maharashtra,Palghar,734,409
2025-06-12,Maharashtra,Parbhani,438,438
2025-06-12,Maharashtra,Pune,2937,2243
2025-06-12,Maharashtra,Raigad,51,79
2025-06-12,Maharashtra,Raigarh,614,651
2025-06-12,Maharashtra,Raigarh(MH),0,13
2025-06-12,Maharashtra,Ratnagiri,410,634
2025-06-12,Maharashtra,Sangli,819,833
2025-06-12,Maharashtra,Satara,515,574
2025-06-12,Maharashtra,Sindhudurg,207,176
2025-06-12,Maharashtra,Solapur,1137,975
2025-06-12,Maharashtra,Thane,1613,2732
2025-06-12,Maharashtra,Wardha,368,587
2025-06-12,Maharashtra,Washim,234,375
2025-06-12,Maharashtra,Washim *,0,4
2025-06-12,Maharashtra,Yavatmal,674,1120
2025-06-12,Manipur,Bishnupur,51,33
2025-06-12,Manipur,Chandel,16,14
2025-06-12,Manipur,Churachandpur,60,29
2025-06-12,Manipur,Imphal East,137,157
2025-06-12,Manipur,Imphal West,105,122
2025-06-12,Manipur,Jiribam,1,3
2025-06-12,Manipur,Kakching,2,0
2025-06-12,Manipur,Senapati,88,85
2025-06-12,Manipur,Tamenglong,16,17
2025-06-12,Manipur,Thoubal,68,65
2025-06-12,Manipur,Ukhrul,31,36
2025-06-12,Meghalaya,East Jaintia Hills,3,1
2025-06-12,Meghalaya,East Khasi Hills,28,27
2025-06-12,Meghalaya,North Garo Hills,2,0
2025-06-12,Meghalaya,Ri Bhoi,8,7
2025-06-12,Meghalaya,South Garo Hills,2,1
2025-06-12,Meghalaya,South West Garo Hills,2,4
2025-06-12,Meghalaya,South West Khasi Hills,7,0
2025-06-12,Meghalaya,West Garo Hills,47,57
2025-06-12,Meghalaya,West Jaintia Hills,14,4
2025-06-12,Meghalaya,West Khasi Hills,16,14
2025-06-12,Mizoram,Aizawl,58,31
2025-06-12,Mizoram,Champhai,9,7
2025-06-12,Mizoram,Hnahthial,1,0
2025-06-12,Mizoram,Kolasib,7,3
2025-06-12,Mizoram,Lawngtlai,140,24
2025-06-12,Mizoram,Lunglei,9,6
2025-06-12,Mizoram,Mamit,18,7
2025-06-12,Mizoram,Mammit,9,0
2025-06-12,Mizoram,Saiha,4,1
2025-06-12,Mizoram,Serchhip,5,2
2025-06-12,Nagaland,Chumukedima,7,1
2025-06-12,Nagaland,Dimapur,303,100
2025-06-12,Nagaland,Kiphire,11,6
2025-06-12,Nagaland,Kohima,17,32
2025-06-12,Nagaland,Longleng,5,6
2025-06-12,Nagaland,Meluri,1,19
2025-06-12,Nagaland,Mokokchung,15,23
2025-06-12,Nagaland,Mon,26,47
2025-06-12,Nagaland,Niuland,7,0
2025-06-12,Nagaland,Noklak,8,2
2025-06-12,Nagaland,Peren,8,17
2025-06-12,Nagaland,Phek,33,16
2025-06-12,Nagaland,Shamator,1,0
2025-06-12,Nagaland,Tseminyu,1,0
2025-06-12,Nagaland,Tuensang,25,18
2025-06-12,Nagaland,Wokha,6,8
2025-06-12,Nagaland,Zunheboto,47,34
2025-06-12,Odisha,ANUGUL,0,1
2025-06-12,Odisha,Angul,228,177
2025-06-12,Odisha,Anugul,3,10
2025-06-12,Odisha,Balangir,334,205
2025-06-12,Odisha,Baleshwar,59,104
2025-06-12,Odisha,Baleswar,463,212
2025-06-12,Odisha,Bargarh,335,205
2025-06-12,Odisha,Baudh,4,13
2025-06-12,Odisha,Bhadrak,271,196
2025-06-12,Odisha,Boudh,98,72
2025-06-12,Odisha,Cuttack,450,395
2025-06-12,Odisha,Debagarh,80,49
2025-06-12,Odisha,Dhenkanal,263,175
2025-06-12,Odisha,Gajapati,206,115
2025-06-12,Odisha,Ganjam,882,439
2025-06-12,Odisha,JAJPUR,125,66
2025-06-12,Odisha,Jagatsinghapur,208,130
2025-06-12,Odisha,Jagatsinghpur,16,81
2025-06-12,Odisha,Jajapur,224,211
2025-06-12,Odisha,Jajpur,0,2
2025-06-12,Odisha,Jharsuguda,108,57
2025-06-12,Odisha,Kalahandi,289,174
2025-06-12,Odisha,Kandhamal,193,136
2025-06-12,Odisha,Kendrapara,349,196
2025-06-12,Odisha,Kendujhar,356,371
2025-06-12,Odisha,Khorda,424,232
2025-06-12,Odisha,Khordha,25,55
2025-06-12,Odisha,Koraput,195,218
2025-06-12,Odisha,Malkangiri,141,80
2025-06-12,Odisha,Mayurbhanj,507,363
2025-06-12,Odisha,NUAPADA,0,2
2025-06-12,Odisha,Nabarangapur,150,142
2025-06-12,Odisha,Nayagarh,130,135
2025-06-12,Odisha,Nuapada,140,115
2025-06-12,Odisha,Puri,328,185
2025-06-12,Odisha,Rayagada,182,137
2025-06-12,Odisha,Sambalpur,211,179
2025-06-12,Odisha,Sonapur,105,33
2025-06-12,Odisha,Subarnapur,5,23
2025-06-12,Odisha,Sundargarh,42,86
2025-06-12,Odisha,Sundergarh,262,255
2025-06-12,Odisha,jajpur,1,3
2025-06-12,Orissa,Anugul,1,5
2025-06-12,Orissa,Balangir,23,71
2025-06-12,Orissa,Baleshwar,7,23
2025-06-12,Orissa,Bargarh,2,12
2025-06-12,Orissa,Baudh,0,1
2025-06-12,Orissa,Bhadrak,10,26
2025-06-12,Orissa,Cuttack,10,40
2025-06-12,Orissa,Dhenkanal,5,16
2025-06-12,Orissa,Gajapati,0,1
2025-06-12,Orissa,Ganjam,17,39
2025-06-12,Orissa,Jagatsinghapur,0,1
2025-06-12,Orissa,Jajapur,0,5
2025-06-12,Orissa,Jharsuguda,0,2
2025-06-12,Orissa,Kandhamal,0,1
2025-06-12,Orissa,Kendrapara,1,6
2025-06-12,Orissa,Kendujhar,1,4
2025-06-12,Orissa,Khordha,19,92
2025-06-12,Orissa,Koraput,1,4
2025-06-12,Orissa,Malkangiri,0,1
2025-06-12,Orissa,Nabarangapur,0,1
2025-06-12,Orissa,Nayagarh,1,11
2025-06-12,Orissa,Puri,11,35
2025-06-12,Orissa,Rayagada,0,13
2025-06-12,Orissa,Sambalpur,0,3
2025-06-12,Orissa,Sundargarh,1,16
2025-06-12,Pondicherry,Karaikal,1,25
2025-06-12,Pondicherry,Pondicherry,52,179
2025-06-12,Pondicherry,Yanam,0,3
2025-06-12,Puducherry,Karaikal,54,62
2025-06-12,Puducherry,Pondicherry,0,1
2025-06-12,Puducherry,Puducherry,136,83
2025-06-12,Punjab,Amritsar,535,523
2025-06-12,Punjab,Barnala,190,127
2025-06-12,Punjab,Bathinda,461,358
2025-06-12,Punjab,Faridkot,245,279
2025-06-12,Punjab,Fatehgarh Sahib,215,164
2025-06-12,Punjab,Fazilka,367,210
2025-06-12,Punjab,Ferozepur,320,185
2025-06-12,Punjab,Firozpur,33,111
2025-06-12,Punjab,Gurdaspur,341,568
2025-06-12,Punjab,Hoshiarpur,310,359
2025-06-12,Punjab,Jalandhar,503,568
2025-06-12,Punjab,Kapurthala,278,261
2025-06-12,Punjab,Ludhiana,721,560
2025-06-12,Punjab,Malerkotla,29,40
2025-06-12,Punjab,Mansa,433,261
2025-06-12,Punjab,Moga,236,246
2025-06-12,Punjab,Muktsar,21,88
2025-06-12,Punjab,Nawanshahr,5,109
2025-06-12,Punjab,Pathankot,149,89
2025-06-12,Punjab,Patiala,422,372
2025-06-12,Punjab,Rupnagar,231,247
2025-06-12,Punjab,S.A.S Nagar(Mohali),1,31
2025-06-12,Punjab,SAS Nagar (Mohali),117,159
2025-06-12,Punjab,Sangrur,447,269
2025-06-12,Punjab,Shaheed Bhagat Singh Nagar,173,106
2025-06-12,Punjab,Sri Muktsar Sahib,420,268
2025-06-12,Punjab,Tarn Taran,367,312
2025-06-12,Rajasthan,Ajmer,387,303
2025-06-12,Rajasthan,Alwar,441,378
2025-06-12,Rajasthan,Banswara,251,204
2025-06-12,Rajasthan,Baran,384,246
2025-06-12,Rajasthan,Barmer,437,414
2025-06-12,Rajasthan,Bharatpur,293,287
2025-06-12,Rajasthan,Bhilwara,237,357
2025-06-12,Rajasthan,Bikaner,271,320
2025-06-12,Rajasthan,Bundi,152,164
2025-06-12,Rajasthan,Chittaurgarh,0,7
2025-06-12,Rajasthan,Chittorgarh,105,115
2025-06-12,Rajasthan,Churu,259,314
2025-06-12,Rajasthan,Dausa,333,225
2025-06-12,Rajasthan,Deeg,0,4
2025-06-12,Rajasthan,Deeg ,0,1
2025-06-12,Rajasthan,Dhaulpur,2,3
2025-06-12,Rajasthan,Dholpur,96,115
2025-06-12,Rajasthan,Dungarpur,254,182
2025-06-12,Rajasthan,Ganganagar,216,240
2025-06-12,Rajasthan,Hanumangarh,247,219
2025-06-12,Rajasthan,Jaipur,603,746
2025-06-12,Rajasthan,Jaisalmer,73,69
2025-06-12,Rajasthan,Jalor,247,240
2025-06-12,Rajasthan,Jhalawar,229,232
2025-06-12,Rajasthan,Jhunjhunu,2,11
2025-06-12,Rajasthan,Jhunjhunun,162,212
2025-06-12,Rajasthan,Jodhpur,346,383
2025-06-12,Rajasthan,Karauli,208,144
2025-06-12,Rajasthan,Khairthal-Tijara,0,2
2025-06-12,Rajasthan,Kota,137,177
2025-06-12,Rajasthan,Nagaur,388,387
2025-06-12,Rajasthan,Pali,292,368
2025-06-12,Rajasthan,Pratapgarh,97,141
2025-06-12,Rajasthan,Rajsamand,83,111
2025-06-12,Rajasthan,Sawai Madhopur,163,179
2025-06-12,Rajasthan,Sikar,223,311
2025-06-12,Rajasthan,Sirohi,220,161
2025-06-12,Rajasthan,Tonk,160,131
2025-06-12,Rajasthan,Udaipur,329,393
2025-06-12,Sikkim,East,5,10
2025-06-12,Sikkim,East Sikkim,13,4
2025-06-12,Sikkim,North,2,1
2025-06-12,Sikkim,North Sikkim,5,1
2025-06-12,Sikkim,South,5,6
2025-06-12,Sikkim,South Sikkim,5,5
2025-06-12,Sikkim,West,4,5
2025-06-12,Sikkim,West Sikkim,1,2
2025-06-12,Tamil Nadu,Ariyalur,279,116
2025-06-12,Tamil Nadu,Chengalpattu,49,18
2025-06-12,Tamil Nadu,Chennai,1345,687
2025-06-12,Tamil Nadu,Coimbatore,727,779
2025-06-12,Tamil Nadu,Cuddalore,1227,468
2025-06-12,Tamil Nadu,Dharmapuri,812,208
2025-06-12,Tamil Nadu,Dindigul,535,610
2025-06-12,Tamil Nadu,Erode,690,463
2025-06-12,Tamil Nadu,Kallakurichi,26,13
2025-06-12,Tamil Nadu,Kancheepuram,1228,682
2025-06-12,Tamil Nadu,Kanniyakumari,554,278
2025-06-12,Tamil Nadu,Kanyakumari,362,51
2025-06-12,Tamil Nadu,Karur,264,206
2025-06-12,Tamil Nadu,Krishnagiri,800,419
2025-06-12,Tamil Nadu,Madurai,1164,647
2025-06-12,Tamil Nadu,Mayiladuthurai,77,11
2025-06-12,Tamil Nadu,Nagapattinam,433,313
2025-06-12,Tamil Nadu,Namakkal,634,436
2025-06-12,Tamil Nadu,Perambalur,220,221
2025-06-12,Tamil Nadu,Pudukkottai,1012,544
2025-06-12,Tamil Nadu,Ramanathapuram,697,327
2025-06-12,Tamil Nadu,Ranipet,4,1
2025-06-12,Tamil Nadu,Salem,1365,719
2025-06-12,Tamil Nadu,Sivaganga,522,327
2025-06-12,Tamil Nadu,Tenkasi,87,19
2025-06-12,Tamil Nadu,Thanjavur,925,495
2025-06-12,Tamil Nadu,The Nilgiris,372,118
2025-06-12,Tamil Nadu,Theni,361,239
2025-06-12,Tamil Nadu,Thiruvallur,8,16
2025-06-12,Tamil Nadu,Thiruvarur,600,193
2025-06-12,Tamil Nadu,Thoothukkudi,937,304
2025-06-12,Tamil Nadu,Tiruchirappalli,663,605
2025-06-12,Tamil Nadu,Tirunelveli,956,630
2025-06-12,Tamil Nadu,Tirupathur,1,0
2025-06-12,Tamil Nadu,Tirupattur,106,14
2025-06-12,Tamil Nadu,Tiruppur,472,374
2025-06-12,Tamil Nadu,Tiruvallur,1124,510
2025-06-12,Tamil Nadu,Tiruvannamalai,385,236
2025-06-12,Tamil Nadu,Vellore,1001,536
2025-06-12,Tamil Nadu,Villupuram,648,202
2025-06-12,Tamil Nadu,Viluppuram,133,379
2025-06-12,Tamil Nadu,Virudhunagar,533,344
2025-06-12,Telangana,Adilabad,444,217
2025-06-12,Telangana,Bhadradri Kothagudem,106,43
2025-06-12,Telangana,Hanumakonda,23,46
2025-06-12,Telangana,Hyderabad,1735,673
2025-06-12,Telangana,Jagitial,102,28
2025-06-12,Telangana,Jangaon,3,0
2025-06-12,Telangana,Jangoan,65,20
2025-06-12,Telangana,Jayashankar Bhupalpally,13,14
2025-06-12,Telangana,Jogulamba Gadwal,46,29
2025-06-12,Telangana,K.v. Rangareddy,1179,881
2025-06-12,Telangana,Kamareddy,105,61
2025-06-12,Telangana,Karimnagar,663,452
2025-06-12,Telangana,Khammam,359,104
2025-06-12,Telangana,Komaram Bheem,45,34
2025-06-12,Telangana,Mahabubabad,42,23
2025-06-12,Telangana,Mahabubnagar,787,538
2025-06-12,Telangana,Mancherial,90,43
2025-06-12,Telangana,Medak,574,444
2025-06-12,Telangana,Medchal-malkajgiri,149,120
2025-06-12,Telangana,Medchal−malkajgiri,57,18
2025-06-12,Telangana,Mulugu,15,30
2025-06-12,Telangana,Nagarkurnool,65,18
2025-06-12,Telangana,Nalgonda,544,397
2025-06-12,Telangana,Narayanpet,24,30
2025-06-12,Telangana,Nirmal,77,59
2025-06-12,Telangana,Nizamabad,615,331
2025-06-12,Telangana,Peddapalli,28,32
