state,district,enrolment_bin,lifecycle_typology,child_bio_engagement,adult_bio_engagement,adult_demo_engagement,lifecycle_gap_score
Maharashtra,Gondiya,Medium Enrolment,Healthy lifecycle engagement,752.0909090909091,44656.0,31682.0,0
Maharashtra,Gondiya *,Low Enrolment,Healthy lifecycle engagement,20.0,,,0
Maharashtra,Hingoli,High Enrolment,Healthy lifecycle engagement,30.517403574788336,180.18446601941747,151.85113268608416,0
Maharashtra,Jalgaon,High Enrolment,Healthy lifecycle engagement,81.13568215892055,1539.5073529411766,563.4926470588235,0
Maharashtra,Jalna,Medium Enrolment,Healthy lifecycle engagement,140.6984126984127,8539.727272727272,3507.7272727272725,0
Maharashtra,Kolhapur,Medium Enrolment,Healthy lifecycle engagement,251.55357142857142,9394.76923076923,4757.538461538462,0
Maharashtra,Latur,High Enrolment,Healthy lifecycle engagement,64.6513966480447,1455.4141414141413,686.5757575757576,0
Maharashtra,Mumbai,High Enrolment,Healthy lifecycle engagement,61.10243553008596,3506.7419354838707,1097.016129032258,0
Maharashtra,Mumbai City,Medium Enrolment,Healthy lifecycle engagement,135.33566433566435,1588.6,3164.1,0
Maharashtra,Mumbai Suburban,High Enrolment,Healthy lifecycle engagement,19.867032016152294,111.5137614678899,222.98899082568806,0
Maharashtra,Mumbai( Sub Urban ),Low Enrolment,Healthy lifecycle engagement,10.571428571428571,,,0
Maharashtra,Nagpur,High Enrolment,Healthy lifecycle engagement,115.89139633286318,1359.1510791366907,627.043165467626,0
Maharashtra,Nanded,High Enrolment,Healthy lifecycle engagement,66.63011695906432,842.128078817734,568.7241379310345,0
Maharashtra,Nandurbar,High Enrolment,Healthy lifecycle engagement,31.6973293768546,694.7852348993289,159.96644295302013,0
Maharashtra,Nandurbar *,Low Enrolment,"Low enrolment, weak engagement",1.0,,,1
Maharashtra,Nashik,High Enrolment,Healthy lifecycle engagement,46.3476526541884,1512.5945945945946,698.2486486486487,0
Maharashtra,Osmanabad,Medium Enrolment,Healthy lifecycle engagement,159.35880398671097,7737.8,5702.6,0
Maharashtra,Palghar,High Enrolment,Healthy lifecycle engagement,35.4154616240267,531.7524752475248,685.5445544554456,0
Maharashtra,Parbhani,Medium Enrolment,Healthy lifecycle engagement,150.24415584415584,1396.4590163934427,891.2131147540983,0
Maharashtra,Pune,High Enrolment,Healthy lifecycle engagement,60.662299854439595,411.2963549920761,399.4992076069731,0
Maharashtra,Raigad,Medium Enrolment,Mixed or transitional pattern,5.821576763485477,141.375,488.25,1
Maharashtra,Raigarh,Medium Enrolment,Healthy lifecycle engagement,200.0625,,,0
Maharashtra,Raigarh(MH),Low Enrolment,"Low enrolment, weak engagement",1.8333333333333333,,,1
Maharashtra,Ratnagiri,Medium Enrolment,Healthy lifecycle engagement,418.84705882352944,3189.4736842105262,1248.9473684210527,0
Maharashtra,Sangli,High Enrolment,Healthy lifecycle engagement,52.77731092436975,1039.0816326530612,415.0204081632653,0
Maharashtra,Satara,High Enrolment,Healthy lifecycle engagement,168.53652392947103,1016.0963855421687,566.710843373494,0
Maharashtra,Sindhudurg,Low Enrolment,Healthy lifecycle engagement,756.7058823529412,2853.0,1706.4285714285713,0
Maharashtra,Solapur,High Enrolment,Healthy lifecycle engagement,96.39695340501792,1010.972972972973,880.5337837837837,0
Maharashtra,Thane,High Enrolment,Healthy lifecycle engagement,15.42156537141592,422.5625,404.26636904761904,0
Maharashtra,Wardha,Medium Enrolment,Healthy lifecycle engagement,1120.56,31878.5,7815.5,0
Maharashtra,Washim,Medium Enrolment,Healthy lifecycle engagement,201.98076923076923,2117.235294117647,723.2941176470588,0
Maharashtra,Washim *,Low Enrolment,Healthy lifecycle engagement,11.0,,,0
Maharashtra,Yavatmal,High Enrolment,Healthy lifecycle engagement,87.08947368421053,1391.6507936507937,786.1666666666666,0
Manipur,Bishnupur,Low Enrolment,Healthy lifecycle engagement,54.90909090909091,225.4,538.5428571428571,0
Manipur,Chandel,Low Enrolment,Healthy lifecycle engagement,20.490909090909092,1094.6666666666667,1532.6666666666667,0
Manipur,Churachandpur,High Enrolment,"High enrolment, weak engagement",3.132119333591631,83.18055555555556,140.48611111111111,1
Manipur,Imphal East,Low Enrolment,Healthy lifecycle engagement,162.7764705882353,4286.5,5850.25,0
Manipur,Imphal West,Low Enrolment,Healthy lifecycle engagement,125.22169811320755,670.9,1053.1666666666667,0
Manipur,Jiribam,Low Enrolment,Healthy lifecycle engagement,17.142857142857142,1331.0,778.0,0
Manipur,Kakching,Low Enrolment,Healthy lifecycle engagement,44.833333333333336,,,0
Manipur,Senapati,Low Enrolment,Healthy lifecycle engagement,39.57983193277311,1318.1666666666667,1919.1666666666667,0
Manipur,Tamenglong,Low Enrolment,Healthy lifecycle engagement,13.939814814814815,236.23076923076923,357.84615384615387,0
Manipur,Thoubal,Low Enrolment,Healthy lifecycle engagement,108.84018264840182,6226.0,9598.333333333334,0
Manipur,Ukhrul,Low Enrolment,Healthy lifecycle engagement,30.73248407643312,1000.5,1403.5,0
Meghalaya,East Garo Hills,High Enrolment,"High enrolment, weak engagement",0.2709393014581214,1.0882557331480194,3.102154273801251,3
Meghalaya,East Jaintia Hills,High Enrolment,"High enrolment, weak engagement",0.6392375639237564,0.3762057877813505,1.3228295819935691,3
Meghalaya,East Khasi Hills,High Enrolment,"High enrolment, weak engagement",0.534938299644182,1.2677575306805504,1.19895872071402,3
Meghalaya,Eastern West Khasi Hills,Low Enrolment,"Low enrolment, weak engagement",0.012987012987012988,,,1
Meghalaya,North Garo Hills,Medium Enrolment,Mixed or transitional pattern,0.418526031102096,0.6848484848484848,5.002020202020202,3
Meghalaya,Ri Bhoi,High Enrolment,"High enrolment, weak engagement",0.4397283531409168,0.4703808180535966,1.8370944992947813,3
Meghalaya,South Garo Hills,High Enrolment,"High enrolment, weak engagement",0.23207647371216145,0.49759229534510435,2.382825040128411,3
Meghalaya,South West Garo Hills,High Enrolment,"High enrolment, weak engagement",1.069482288828338,2.672215108834827,6.489116517285531,3
Meghalaya,South West Khasi Hills,High Enrolment,"High enrolment, weak engagement",1.0903034789045152,1.3305785123966942,3.6084710743801653,3
Meghalaya,West Garo Hills,High Enrolment,"High enrolment, weak engagement",1.152791542781632,5.57409653165171,2.2636429784137766,3
Meghalaya,West Jaintia Hills,High Enrolment,"High enrolment, weak engagement",0.6466584158415841,0.48372376026772135,1.5686035898996045,3
Meghalaya,West Khasi Hills,High Enrolment,"High enrolment, weak engagement",0.38676844783715014,0.5597600369173973,1.6326718966312874,3
Mizoram,Aizawl,Low Enrolment,Healthy lifecycle engagement,318.80281690140845,880.8181818181819,740.2727272727273,0
Mizoram,Champhai,Medium Enrolment,Healthy lifecycle engagement,54.09452736318408,59.25373134328358,69.97014925373135,0
Mizoram,Khawzawl,Low Enrolment,"Low enrolment, weak engagement",0.0,0.25,5.0,3
Mizoram,Kolasib,Low Enrolment,Healthy lifecycle engagement,239.83870967741936,86.96774193548387,81.38709677419355,0
Mizoram,Lawngtlai,Medium Enrolment,Healthy lifecycle engagement,32.04897959183673,46.416666666666664,36.0,0
Mizoram,Lunglei,Low Enrolment,Healthy lifecycle engagement,119.1358024691358,75.16129032258064,79.2258064516129,0
Mizoram,Mamit,Low Enrolment,Healthy lifecycle engagement,1369.1666666666667,,,0
Mizoram,Saiha,Low Enrolment,"Low enrolment, weak engagement",32.054263565891475,11.627659574468085,11.319148936170214,2
Mizoram,Saitual,Low Enrolment,"Low enrolment, weak engagement",16.5,17.5,35.5,2
Mizoram,Serchhip,Low Enrolment,Healthy lifecycle engagement,517.8888888888889,1253.5,833.5,0
Nagaland,Chumukedima,Low Enrolment,"Low enrolment, weak engagement",2.888888888888889,10.243243243243244,25.0,3
Nagaland,Dimapur,High Enrolment,"High enrolment, weak engagement",4.6978131212723655,52.56175298804781,18.127490039840637,2
Nagaland,Kiphire,Low Enrolment,"Low enrolment, weak engagement",3.0439882697947214,58.3,26.65,2
Nagaland,Kohima,Medium Enrolment,Mixed or transitional pattern,3.28696925329429,97.32978723404256,19.0,2
Nagaland,Longleng,Medium Enrolment,Mixed or transitional pattern,0.911660777385159,43.57142857142857,8.642857142857142,2
Nagaland,Meluri,Low Enrolment,Mixed or transitional pattern,19.0,236.0,22.5,1
Nagaland,Mokokchung,Low Enrolment,Healthy lifecycle engagement,7.480662983425415,152.7058823529412,45.8235294117647,0
Nagaland,Mon,Medium Enrolment,Mixed or transitional pattern,3.803861788617886,54.0,17.669117647058822,2
Nagaland,Niuland,Low Enrolment,Healthy lifecycle engagement,20.0,152.0,222.0,0
Nagaland,Noklak,Low Enrolment,"Low enrolment, weak engagement",1.3697478991596639,13.8125,5.75,3
Nagaland,Peren,Medium Enrolment,Mixed or transitional pattern,1.8141711229946524,31.473684210526315,12.486842105263158,3
Nagaland,Phek,Medium Enrolment,Mixed or transitional pattern,2.598062953995157,226.25,29.642857142857142,2
Nagaland,Shamator,Low Enrolment,"Low enrolment, weak engagement",0.4126984126984127,11.125,19.375,3
Nagaland,Tseminyu,Low Enrolment,"Low enrolment, weak engagement",,22.4,7.8,2
Nagaland,Tuensang,Medium Enrolment,Mixed or transitional pattern,2.3248407643312103,83.22222222222223,33.56944444444444,2
Nagaland,Wokha,Low Enrolment,"Low enrolment, weak engagement",5.540229885057471,165.0,51.51851851851852,1
Nagaland,Zunheboto,Low Enrolment,"Low enrolment, weak engagement",2.7493333333333334,158.91666666666666,36.5,1
Odisha,ANUGUL,Low Enrolment,Healthy lifecycle engagement,70.0,,,0
Odisha,Angul,Medium Enrolment,Healthy lifecycle engagement,142.27272727272728,26251.0,15860.0,0
Odisha,Anugul,Low Enrolment,Healthy lifecycle engagement,16.857142857142858,,,0
Odisha,Balangir,Medium Enrolment,Healthy lifecycle engagement,113.83018867924528,1375.7307692307693,846.0,0
Odisha,Baleshwar,Low Enrolment,Healthy lifecycle engagement,54.86486486486486,,,0
Odisha,Baleswar,Medium Enrolment,Healthy lifecycle engagement,106.69059405940594,37162.0,24028.0,0
Odisha,Bargarh,Medium Enrolment,Healthy lifecycle engagement,100.12459016393443,,,0
Odisha,Baudh,Low Enrolment,Healthy lifecycle engagement,43.666666666666664,,,0
Odisha,Bhadrak,Medium Enrolment,Healthy lifecycle engagement,93.87703016241299,4272.375,2757.125,0
Odisha,Boudh,Low Enrolment,Healthy lifecycle engagement,99.5,,,0
Odisha,Cuttack,Medium Enrolment,Healthy lifecycle engagement,141.15384615384616,19446.0,9598.333333333334,0
Odisha,Debagarh,Low Enrolment,Healthy lifecycle engagement,230.2962962962963,3237.0,2138.5,0
Odisha,Dhenkanal,Medium Enrolment,Healthy lifecycle engagement,158.3942857142857,32902.0,15241.0,0
Odisha,Gajapati,Medium Enrolment,Healthy lifecycle engagement,179.416,12367.5,6080.5,0
Odisha,Ganjam,High Enrolment,Healthy lifecycle engagement,211.79008746355686,14675.0,10865.6,0
Odisha,JAJPUR,Medium Enrolment,Healthy lifecycle engagement,108.07142857142857,1963.5714285714287,1561.7142857142858,0
Odisha,Jagatsinghapur,Medium Enrolment,Healthy lifecycle engagement,194.29032258064515,4530.0,2309.75,0
Odisha,Jagatsinghpur,Low Enrolment,Healthy lifecycle engagement,70.15384615384616,,,0
Odisha,Jajapur,Medium Enrolment,Healthy lifecycle engagement,139.0496894409938,,,0
Odisha,Jajpur,Low Enrolment,Healthy lifecycle engagement,70.0,,,0
Odisha,Jharsuguda,Low Enrolment,Healthy lifecycle engagement,315.83870967741933,,,0
Odisha,Kalahandi,Medium Enrolment,Healthy lifecycle engagement,85.58481012658228,4385.1,2679.3,0
Odisha,Kandhamal,Medium Enrolment,Healthy lifecycle engagement,133.96363636363637,26289.0,18769.0,0
Odisha,Kendrapara,Medium Enrolment,Healthy lifecycle engagement,104.3225806451613,10779.666666666666,7611.0,0
Odisha,Kendujhar,Medium Enrolment,Healthy lifecycle engagement,92.14357682619648,23113.0,15573.0,0
Odisha,Khorda,Medium Enrolment,Healthy lifecycle engagement,168.70776255707761,2770.9285714285716,1489.2142857142858,0
Odisha,Khordha,Low Enrolment,Healthy lifecycle engagement,21.509090909090908,383.61538461538464,149.15384615384616,0
Odisha,Koraput,Medium Enrolment,Healthy lifecycle engagement,87.61872146118722,,,0
Odisha,Malkangiri,Medium Enrolment,Healthy lifecycle engagement,89.77685950413223,17207.0,11835.0,0
Odisha,Mayurbhanj,High Enrolment,Healthy lifecycle engagement,82.20189701897019,16752.5,9734.75,0
Odisha,NUAPADA,Low Enrolment,Healthy lifecycle engagement,16.5,,,0
Odisha,Nabarangapur,High Enrolment,Healthy lifecycle engagement,46.080845771144276,2169.4444444444443,1420.2222222222222,0
Odisha,Nayagarh,Medium Enrolment,Healthy lifecycle engagement,221.01869158878506,4370.833333333333,2158.0,0
Odisha,Nuapada,Medium Enrolment,Healthy lifecycle engagement,111.6687898089172,,,0
Odisha,Puri,Medium Enrolment,Healthy lifecycle engagement,139.7461139896373,29337.0,16165.0,0
Odisha,Rayagada,Medium Enrolment,Healthy lifecycle engagement,96.69421487603306,24692.0,17632.0,0
Odisha,Sambalpur,Medium Enrolment,Healthy lifecycle engagement,171.96610169491527,,,0
Odisha,Sonapur,Medium Enrolment,Healthy lifecycle engagement,123.94680851063829,,,0
Odisha,Subarnapur,Low Enrolment,Healthy lifecycle engagement,90.94117647058823,,,0
Odisha,Sundargarh,Low Enrolment,Healthy lifecycle engagement,78.57575757575758,,,0
Odisha,Sundergarh,Medium Enrolment,Healthy lifecycle engagement,179.63720930232557,39426.0,26171.0,0
Odisha,jajpur,Low Enrolment,Healthy lifecycle engagement,23.333333333333332,,,0
Orissa,Anugul,Low Enrolment,Healthy lifecycle engagement,28.0,,,0
Orissa,Balangir,Low Enrolment,Healthy lifecycle engagement,47.80952380952381,,,0
Orissa,Baleshwar,Low Enrolment,Healthy lifecycle engagement,39.473684210526315,,,0
Orissa,Bargarh,Low Enrolment,Healthy lifecycle engagement,174.0,,,0
Orissa,Bhadrak,Low Enrolment,Healthy lifecycle engagement,71.58823529411765,,,0
Orissa,Cuttack,Low Enrolment,Healthy lifecycle engagement,56.142857142857146,,,0
Orissa,Dhenkanal,Low Enrolment,Healthy lifecycle engagement,47.42857142857143,,,0
Orissa,Ganjam,Low Enrolment,Healthy lifecycle engagement,52.56,,,0
Orissa,Jagatsinghapur,Low Enrolment,Healthy lifecycle engagement,30.0,,,0
Orissa,Jajapur,Low Enrolment,Healthy lifecycle engagement,15.75,,,0
Orissa,Kandhamal,Low Enrolment,Healthy lifecycle engagement,25.0,,,0
Orissa,Kendujhar,Low Enrolment,Healthy lifecycle engagement,12.0,,,0
Orissa,Khordha,Low Enrolment,Healthy lifecycle engagement,58.583333333333336,,,0
Orissa,Koraput,Low Enrolment,Healthy lifecycle engagement,22.625,,,0
Orissa,Malkangiri,Low Enrolment,Healthy lifecycle engagement,6.75,,,0
Orissa,Mayurbhanj,Low Enrolment,Healthy lifecycle engagement,6.0,,,0
Orissa,Nayagarh,Low Enrolment,Healthy lifecycle engagement,48.4,,,0
Orissa,Puri,Low Enrolment,Healthy lifecycle engagement,55.72727272727273,,,0
Orissa,Rayagada,Low Enrolment,Healthy lifecycle engagement,12.9,,,0
Orissa,Sundargarh,Low Enrolment,Healthy lifecycle engagement,20.0,,,0
Orissa,Sundergarh,Low Enrolment,"Low enrolment, weak engagement",0.0,,,1
Pondicherry,Karaikal,Low Enrolment,Healthy lifecycle engagement,14.8,,,0
Pondicherry,Pondicherry,Low Enrolment,Healthy lifecycle engagement,157.5909090909091,,,0
Puducherry,Karaikal,Low Enrolment,Healthy lifecycle engagement,481.625,1077.8333333333333,432.1666666666667,0
Puducherry,Puducherry,Low Enrolment,Healthy lifecycle engagement,521.5238095238095,1265.125,1292.125,0
Puducherry,Yanam,Low Enrolment,Healthy lifecycle engagement,28.0,,,0
Punjab,Amritsar,High Enrolment,Healthy lifecycle engagement,36.495652173913044,521.58125,434.18125,0
Punjab,Barnala,Low Enrolment,Healthy lifecycle engagement,340.3142857142857,8301.5,3999.5,0
Punjab,Bathinda,Medium Enrolment,Healthy lifecycle engagement,305.8715596330275,4948.333333333333,2530.8888888888887,0
Punjab,Faridkot,Low Enrolment,Healthy lifecycle engagement,368.6060606060606,,,0
Punjab,Fatehgarh Sahib,Low Enrolment,Healthy lifecycle engagement,323.07142857142856,4236.5,2487.5,0
Punjab,Fazilka,Medium Enrolment,Healthy lifecycle engagement,232.02941176470588,13430.5,10863.5,0
Punjab,Ferozepur,Medium Enrolment,Healthy lifecycle engagement,571.0857142857143,8847.666666666666,6441.333333333333,0
Punjab,Firozpur,Low Enrolment,Healthy lifecycle engagement,62.75,,,0
Punjab,Gurdaspur,High Enrolment,Healthy lifecycle engagement,117.87285223367698,896.4054054054054,668.2972972972973,0
Punjab,Hoshiarpur,Medium Enrolment,Healthy lifecycle engagement,100.67148014440433,435.39130434782606,272.95652173913044,0
Punjab,Jalandhar,Medium Enrolment,Healthy lifecycle engagement,178.91304347826087,2854.4444444444443,1074.5555555555557,0
Punjab,Kapurthala,High Enrolment,"High enrolment, weak engagement",44.471471471471475,37.81640146878825,7.348837209302325,2
Punjab,Ludhiana,High Enrolment,Healthy lifecycle engagement,19.319112136062266,150.2,123.22926829268293,0
Punjab,Malerkotla,Low Enrolment,Healthy lifecycle engagement,89.88679245283019,,,0
Punjab,Mansa,Low Enrolment,Healthy lifecycle engagement,487.0,31511.0,15392.0,0
Punjab,Moga,Medium Enrolment,Healthy lifecycle engagement,252.68421052631578,10651.666666666666,4967.0,0
Punjab,Muktsar,Low Enrolment,Healthy lifecycle engagement,53.30769230769231,,,0
Punjab,Nawanshahr,Low Enrolment,Healthy lifecycle engagement,18.4,,,0
Punjab,Pathankot,Low Enrolment,Healthy lifecycle engagement,418.7083333333333,,,0
Punjab,Patiala,High Enrolment,Healthy lifecycle engagement,93.68875502008032,1299.3333333333333,1556.2619047619048,0
Punjab,Rupnagar,Low Enrolment,Healthy lifecycle engagement,334.2093023255814,,,0
Punjab,S.A.S Nagar(Mohali),Low Enrolment,Healthy lifecycle engagement,19.642857142857142,,,0
Punjab,SAS Nagar (Mohali),Medium Enrolment,Healthy lifecycle engagement,118.4770642201835,1266.5555555555557,2194.222222222222,0
Punjab,Sangrur,Medium Enrolment,Healthy lifecycle engagement,335.9080459770115,2926.0,1274.5384615384614,0
Punjab,Shaheed Bhagat Singh Nagar,Low Enrolment,Healthy lifecycle engagement,230.6595744680851,14131.0,2990.0,0
Punjab,Sri Muktsar Sahib,Medium Enrolment,Healthy lifecycle engagement,298.0857142857143,,,0
Punjab,Tarn Taran,Medium Enrolment,Healthy lifecycle engagement,177.5748031496063,4270.181818181818,1513.1818181818182,0
Rajasthan,Ajmer,High Enrolment,Healthy lifecycle engagement,48.71129707112971,528.8659793814433,895.6701030927835,0
Rajasthan,Alwar,High Enrolment,Healthy lifecycle engagement,28.449340527577938,493.640243902439,583.6036585365854,0
Rajasthan,Banswara,Medium Enrolment,Healthy lifecycle engagement,41.30074388947928,4732.714285714285,10509.285714285714,0
Rajasthan,Baran,High Enrolment,Healthy lifecycle engagement,47.579510703363916,636.5510204081633,1209.857142857143,0
Rajasthan,Barmer,High Enrolment,Healthy lifecycle engagement,48.7843696520251,1917.235294117647,2474.9117647058824,0
Rajasthan,Bharatpur,High Enrolment,Healthy lifecycle engagement,21.854189336235038,705.5068493150685,986.1643835616438,0
Rajasthan,Bhilwara,High Enrolment,Healthy lifecycle engagement,38.45342126957956,489.5,799.4166666666666,0
Rajasthan,Bikaner,High Enrolment,Healthy lifecycle engagement,16.878004369992716,446.528,435.72,0
Rajasthan,Bundi,Medium Enrolment,Healthy lifecycle engagement,47.294755877034355,331.31944444444446,473.9861111111111,0
Rajasthan,Chittaurgarh,Low Enrolment,Healthy lifecycle engagement,16.48,1204.0,868.0,0
Rajasthan,Chittorgarh,High Enrolment,Healthy lifecycle engagement,23.20149253731343,317.05797101449275,614.1449275362319,0
Rajasthan,Churu,High Enrolment,Healthy lifecycle engagement,20.146281999187323,503.02830188679246,502.6698113207547,0
Rajasthan,Dausa,Medium Enrolment,Healthy lifecycle engagement,79.9651376146789,5849.285714285715,4622.428571428572,0
Rajasthan,Deeg,Low Enrolment,"Low enrolment, weak engagement",0.75,78.0,519.0,1
Rajasthan,Dhaulpur,Low Enrolment,Healthy lifecycle engagement,7.0,,,0
Rajasthan,Dholpur,High Enrolment,Healthy lifecycle engagement,28.899770466717673,272.12345679012344,693.4444444444445,0
Rajasthan,Dungarpur,Medium Enrolment,Healthy lifecycle engagement,39.82234042553191,1269.0,3379.0,0
Rajasthan,Ganganagar,Medium Enrolment,Healthy lifecycle engagement,85.85265700483092,2741.470588235294,2846.8823529411766,0
Rajasthan,Hanumangarh,Medium Enrolment,Healthy lifecycle engagement,56.538851351351354,1758.48,2315.2,0
Rajasthan,Jaipur,High Enrolment,Healthy lifecycle engagement,29.881468703794972,409.09090909090907,457.72474747474746,0
Rajasthan,Jaisalmer,Medium Enrolment,Healthy lifecycle engagement,46.29950495049505,654.9166666666666,561.5416666666666,0
Rajasthan,Jalor,High Enrolment,Healthy lifecycle engagement,17.55750487329435,232.87878787878788,297.45454545454544,0
Rajasthan,Jalore,Low Enrolment,"Low enrolment, weak engagement",0.005494505494505495,0.7692307692307693,33.53846153846154,3
Rajasthan,Jhalawar,High Enrolment,Healthy lifecycle engagement,45.75931677018634,1056.6785714285713,2167.5714285714284,0
Rajasthan,Jhunjhunu,Low Enrolment,Healthy lifecycle engagement,10.303030303030303,,,0
Rajasthan,Jhunjhunun,High Enrolment,Healthy lifecycle engagement,58.19611021069692,2589.8,1649.2,0
Rajasthan,Jodhpur,High Enrolment,Healthy lifecycle engagement,26.058805698696574,295.3958333333333,347.8229166666667,0
Rajasthan,Karauli,High Enrolment,Healthy lifecycle engagement,32.86418685121107,375.6617647058824,544.2647058823529,0
Rajasthan,Kota,Medium Enrolment,Healthy lifecycle engagement,64.67361111111111,694.7777777777778,1196.9259259259259,0
Rajasthan,Nagaur,High Enrolment,Healthy lifecycle engagement,29.967581998474447,882.7096774193549,769.1182795698925,0
Rajasthan,Pali,High Enrolment,Healthy lifecycle engagement,59.40909090909091,1572.840909090909,1028.8863636363637,0
Rajasthan,Pratapgarh,Medium Enrolment,Healthy lifecycle engagement,67.00738916256158,9271.0,17259.0,0
Rajasthan,Rajsamand,Medium Enrolment,Healthy lifecycle engagement,56.68636363636364,2453.0,3503.3333333333335,0
Rajasthan,Sawai Madhopur,High Enrolment,Healthy lifecycle engagement,38.59101654846336,1241.52,1149.68,0
Rajasthan,Sikar,High Enrolment,Healthy lifecycle engagement,48.563545150501675,964.7894736842105,634.3684210526316,0
Rajasthan,Sirohi,High Enrolment,Healthy lifecycle engagement,8.565039262546945,140.87309644670052,136.83756345177665,0
Rajasthan,Tonk,High Enrolment,Healthy lifecycle engagement,42.250329380764164,1158.6666666666667,1380.111111111111,0
Rajasthan,Udaipur,High Enrolment,Healthy lifecycle engagement,34.50935251798561,851.6875,1108.7375,0
Sikkim,East,Low Enrolment,Healthy lifecycle engagement,34.03225806451613,,,0
Sikkim,East Sikkim,Low Enrolment,Healthy lifecycle engagement,39.716981132075475,184.42857142857142,327.0,0
Sikkim,Namchi,Low Enrolment,"Low enrolment, weak engagement",,0.6,33.2,2
Sikkim,North,Low Enrolment,Healthy lifecycle engagement,17.75,,,0
Sikkim,North Sikkim,Low Enrolment,Healthy lifecycle engagement,82.0,,,0
Sikkim,South,Low Enrolment,Healthy lifecycle engagement,21.27906976744186,,,0
Sikkim,South Sikkim,Low Enrolment,"Low enrolment, weak engagement",5.773399014778325,28.208333333333332,38.458333333333336,2
Sikkim,West,Low Enrolment,Healthy lifecycle engagement,25.75438596491228,953.0,836.5,0
Sikkim,West Sikkim,Low Enrolment,"Low enrolment, weak engagement",10.490099009900991,31.466666666666665,44.666666666666664,1
Tamil Nadu,Ariyalur,Medium Enrolment,Healthy lifecycle engagement,165.61333333333334,20374.5,6030.5,0
Tamil Nadu,Chengalpattu,Medium Enrolment,Healthy lifecycle engagement,17.60927152317881,58.25806451612903,303.8709677419355,0
Tamil Nadu,Chennai,High Enrolment,Healthy lifecycle engagement,93.1175799086758,2082.4897959183672,1577.7142857142858,0
Tamil Nadu,Coimbatore,High Enrolment,Healthy lifecycle engagement,108.16225749559082,6697.777777777777,3467.9444444444443,0
Tamil Nadu,Cuddalore,High Enrolment,Healthy lifecycle engagement,168.125,5488.363636363636,3988.5454545454545,0
Tamil Nadu,Dharmapuri,Medium Enrolment,Healthy lifecycle engagement,173.3877551020408,,,0
Tamil Nadu,Dindigul,Medium Enrolment,Healthy lifecycle engagement,96.94548872180451,50714.0,14689.0,0
Tamil Nadu,Erode,Medium Enrolment,Healthy lifecycle engagement,129.17086834733894,,,0
Tamil Nadu,Kallakurichi,Low Enrolment,Healthy lifecycle engagement,22.01123595505618,75.83333333333333,222.41666666666666,0
Tamil Nadu,Kancheepuram,High Enrolment,Healthy lifecycle engagement,78.00932994062765,2519.5405405405404,2238.4324324324325,0
Tamil Nadu,Kanchipuram,Low Enrolment,"Low enrolment, weak engagement",0.0,0.45454545454545453,0.45454545454545453,3
Tamil Nadu,Kanniyakumari,Medium Enrolment,Healthy lifecycle engagement,488.390243902439,,,0
Tamil Nadu,Kanyakumari,Medium Enrolment,Healthy lifecycle engagement,385.7,3350.0,5231.0,0
Tamil Nadu,Karur,Medium Enrolment,Healthy lifecycle engagement,82.62645914396887,24096.0,14327.0,0
Tamil Nadu,Krishnagiri,Medium Enrolment,Healthy lifecycle engagement,187.71724137931034,,,0
Tamil Nadu,Madurai,High Enrolment,Healthy lifecycle engagement,195.52319587628867,4132.826086956522,2498.913043478261,0
Tamil Nadu,Mayiladuthurai,Low Enrolment,Healthy lifecycle engagement,103.77272727272727,,,0
Tamil Nadu,Nagapattinam,Medium Enrolment,Healthy lifecycle engagement,95.14765100671141,,,0
Tamil Nadu,Namakkal,Medium Enrolment,Healthy lifecycle engagement,165.48372093023255,,,0
Tamil Nadu,Perambalur,Medium Enrolment,Healthy lifecycle engagement,239.25,,,0
Tamil Nadu,Pudukkottai,High Enrolment,Healthy lifecycle engagement,66.95779220779221,4355.571428571428,1909.142857142857,0
Tamil Nadu,Ramanathapuram,Medium Enrolment,Healthy lifecycle engagement,136.1417624521073,1854.5416666666667,833.0416666666666,0
Tamil Nadu,Ranipet,Low Enrolment,Healthy lifecycle engagement,32.625,,,0
Tamil Nadu,Salem,High Enrolment,Healthy lifecycle engagement,167.92957746478874,1125.1011235955057,617.0898876404494,0
Tamil Nadu,Sivaganga,Medium Enrolment,Healthy lifecycle engagement,126.20229007633588,3764.4545454545455,1501.909090909091,0
Tamil Nadu,Tenkasi,Low Enrolment,Healthy lifecycle engagement,108.30232558139535,,,0
Tamil Nadu,Thanjavur,Medium Enrolment,Healthy lifecycle engagement,113.80728051391863,6837.75,3414.4166666666665,0
Tamil Nadu,The Nilgiris,Low Enrolment,Healthy lifecycle engagement,144.13709677419354,,,0
Tamil Nadu,Theni,Medium Enrolment,Healthy lifecycle engagement,136.31555555555556,,,0
Tamil Nadu,Thiruvallur,Low Enrolment,Healthy lifecycle engagement,7.5,122.5,73.9,0
Tamil Nadu,Thiruvarur,Medium Enrolment,Healthy lifecycle engagement,77.38857142857142,28941.0,17669.0,0
Tamil Nadu,Thoothukkudi,Medium Enrolment,Healthy lifecycle engagement,187.23157894736843,,,0
Tamil Nadu,Tiruchirappalli,High Enrolment,Healthy lifecycle engagement,100.82998171846435,,,0
Tamil Nadu,Tirunelveli,High Enrolment,Healthy lifecycle engagement,155.09555555555556,,,0
Tamil Nadu,Tirupattur,Low Enrolment,Healthy lifecycle engagement,231.42857142857142,,,0
